PDBCode,protID,lig_name,_merge
2cet,Q08638,PGI,left_only
2j75,Q08638,NOY,left_only
2j77,Q08638,NOJ,left_only
2j79,Q08638,GTL,left_only
2j7b,Q08638,NTZ,left_only
2j7d,Q08638,GI1,left_only
2j7e,Q08638,GI2,left_only
2j7f,Q08638,GI3,left_only
2j7g,Q08638,GI4,left_only
2wbg,Q08638,LGS,left_only
2wc3,Q08638,AM3,left_only
2wc4,Q08638,AMF,left_only
5n6s,Q08638,8P5,left_only
1oz0,P31335,MS1,left_only
1thz,P31335,326,left_only
2b1g,P31335,13A,left_only
2b1i,P31335,93A,left_only
1p19,Q4DRC4,IMP,left_only
1pa9,P15273,CSN,left_only
1pb8,P35439,DSN,left_only
1pb9,P35439,4AX,left_only
1pbq,P35439,DK1,left_only
1y1z,P35439,192,left_only
1y20,P35439,1AC,left_only
4kfq,P35439,KFQ,left_only
1pkx,P31939,XMP,left_only
1pme,P28482,SB2,left_only
2ojg,P28482,19A,left_only
2ojj,P28482,82A,left_only
3i5z,P28482,Z48,left_only
3i60,P28482,E86,left_only
4qp2,P28482,36R,left_only
1pr5,P0ABP9,TBN,left_only
1pvn,P50097,MZP,left_only
1pzp,P62593,FTA,left_only
1q5k,P49841,TMU,left_only
3i4b,P49841,Z48,left_only
4acc,P49841,7YG,left_only
6hk4,P49841,G8E,left_only
6hk3,P49841,G8B,left_only
1qan,P13956,SAH,left_only
1qaw,Q9X6J6,TRP,left_only
1qft,O77421,HSM,left_only
1qk3,Q26997,5GP,left_only
1qk4,Q26997,IMP,left_only
1qkt,P03372,EST,left_only
2ayr,P03372,L4G,left_only
2pog,P03372,WST,left_only
2qe4,P03372,JJ3,left_only
1r0p,P08581,KSA,left_only
2wgj,P08581,VGH,left_only
3q6w,P08581,Q6W,left_only
3r7o,P08581,M61,left_only
3u6h,P08581,03X,left_only
3u6i,P08581,044,left_only
3zbx,P08581,6XE,left_only
3zc5,P08581,W9Z,left_only
3zcl,P08581,5TF,left_only
3zxz,P08581,KRW,left_only
3zze,P08581,6XP,left_only
4aoi,P08581,4K0,left_only
4ap7,P08581,F47,left_only
4gg7,P08581,0J8,left_only
5ya5,P08581,6TD,left_only
1r9l,P0AFM2,BET,left_only
1rd4,P20701,L08,left_only
3f78,P20701,ICF,left_only
1rr6,P00491,IMH,left_only
2on6,P00491,IMH,left_only
3bgs,P00491,DIH,left_only
3k8o,P00491,229,left_only
3k8q,P00491,22A,left_only
4eb8,P00491,IM5,left_only
5etj,P00491,IM5,left_only
1s5z,P22887,SON,left_only
4cp5,P22887,EOI,left_only
1sw2,O29280,BET,left_only
3mam,O29280,BET,left_only
3n7o,P23946,N7O,left_only
1t32,P08311,OHH,left_only
1t7d,P00803,ARY,left_only
1u0g,P06745,E4P,left_only
1u1w,Q51792,3HA,left_only
1u71,P00374,MXA,left_only
3oaf,P00374,OAG,left_only
4g95,P00374,OAG,left_only
1ua4,Q9V2Z6,AMP,left_only
1ui0,Q5SKC5,URA,left_only
1uj5,Q72J47,5RP,left_only
1uou,P19971,CMU,left_only
2wk6,P19971,IUR,left_only
1ur9,Q54276,3-mer,left_only
1usi,P04816,PHE,left_only
1usk,P04816,LEU,left_only
1uv6,P58154,CCE,left_only
1uw6,P58154,NCT,left_only
3u8j,P58154,09O,left_only
3u8k,P58154,09P,left_only
3u8l,P58154,09Q,left_only
3u8n,P58154,09S,left_only
3wtj,P58154,TH4,left_only
3wtl,P58154,N1Y,left_only
3wtm,P58154,N1Y,left_only
3wto,P58154,N2Y,left_only
3zdg,P58154,XRX,left_only
3zdh,P58154,XRS,left_only
4qac,P58154,KK3,left_only
1uwf,P08191,DEG,left_only
4att,P08191,HNV,left_only
4auj,P08191,HNW,left_only
4av4,P08191,FVQ,left_only
4av5,P08191,FYZ,left_only
4css,P08191,CWX,left_only
4cst,P08191,CWK,left_only
4x50,P08191,3X8,left_only
4x5p,P08191,3XJ,left_only
4x5q,P08191,3XN,left_only
4x5r,P08191,3XO,left_only
4xo8,P08191,KGM,left_only
5fs5,P08191,KGM,left_only
6g2s,P08191,EJN,left_only
6g2r,P08191,EJK,left_only
1uwt,P22498,GTL,left_only
1uwu,P22498,GOX,left_only
2ceq,P22498,GIM,left_only
2cer,P22498,PGI,left_only
1uz4,Q6QT42,IFL,left_only
1uz8,P01811,3-mer,left_only
1v1j,P15474,FA3,left_only
1vso,P22756,AT1,left_only
2f34,P22756,UBA,left_only
2f35,P22756,UBC,left_only
2pbw,P22756,DOQ,left_only
2wky,P22756,IBC,left_only
3gba,P22756,DYH,left_only
3gbb,P22756,MS8,left_only
3s2v,P22756,3HU,left_only
4dld,P22756,TZG,left_only
4e0x,P22756,KAI,left_only
4qf9,P22756,35K,left_only
4ymb,P22756,40000000,left_only
5neb,P22756,8VE,left_only
6fz4,P22756,EC8,left_only
6sbt,P22756,L5H,left_only
1vyf,P29498,OLA,left_only
1vyg,P29498,ACD,left_only
1w96,Q00955,S1A,left_only
1w9u,Q873X9,5-mer,left_only
1w9v,Q873X9,5-mer,left_only
2iuz,Q873X9,D1H,left_only
1wcq,Q02834,DAN,left_only
1wdn,P0AEQ3,GLN,left_only
1wm1,O32449,PTB,left_only
1x38,Q9XEI3,IDD,left_only
1x39,Q9XEI3,IDE,left_only
6md6,Q9XEI3,JSV,left_only
1x8d,P32156,RNS,left_only
1x8r,P0A6D3,SC1,left_only
1x8t,P0A6D3,RC1,left_only
2pq9,P0A6D3,GG9,left_only
1xap,P10826,TTB,left_only
1xgi,P00811,NST,left_only
2pu2,P00811,DK2,left_only
2r9w,P00811,23C,left_only
2r9x,P00811,WH6,left_only
3gqz,P00811,GF7,left_only
3gr2,P00811,GF4,left_only
3gtc,P00811,GTC,left_only
3gv9,P00811,GV9,left_only
3gvb,P00811,3GV,left_only
4jxs,P00811,18U,left_only
4kz3,P00811,1U1,left_only
4kz4,P00811,4A1,left_only
4kz6,P00811,ZB6,left_only
4kz7,P00811,1U5,left_only
6dpz,P00811,H7D,left_only
6dpy,P00811,H7A,left_only
6dpx,P00811,H7G,left_only
6dpt,P00811,H7M,left_only
1xjd,Q04759,STU,left_only
1xk5,O95149,TPG,left_only
1xk9,P11439,P34,left_only
1xkk,P00533,FMM,left_only
3ug2,P00533,IRE,left_only
4rj8,P00533,3QS,left_only
5c8n,P00533,4YX,left_only
5cap,P00533,4ZH,left_only
5caq,P00533,4ZJ,left_only
5cas,P00533,4ZQ,left_only
5cau,P00533,4ZR,left_only
5hcy,P00533,60D,left_only
1xt8,Q0P9S0,CYS,left_only
1xws,P11309,BI1,left_only
2c3i,P11309,IYZ,left_only
2xj1,P11309,XJ1,left_only
2xj2,P11309,985,left_only
3bgq,P11309,VX2,left_only
3bgz,P11309,VX3,left_only
3jy0,P11309,LYG,left_only
3jya,P11309,LWG,left_only
4k0y,P11309,1OA,left_only
4k18,P11309,1OB,left_only
4n6z,P11309,2HW,left_only
5dwr,P11309,5H7,left_only
5ipj,P11309,6CD,left_only
5v82,P11309,96Y,left_only
6no9,P11309,KUV,left_only
1yc1,P07900,4BC,left_only
1yc4,P07900,43P,left_only
1yet,P07900,GDM,left_only
2qg0,P07900,A94,left_only
2qg2,P07900,A91,left_only
2uwd,P07900,2GG,left_only
2xab,P07900,VHD,left_only
2xdk,P07900,XDK,left_only
2xdl,P07900,2DL,left_only
2xdx,P07900,WOE,left_only
2xht,P07900,C0Y,left_only
2xjg,P07900,XJG,left_only
2xjj,P07900,L81,left_only
2xjx,P07900,XJX,left_only
2yi0,P07900,YI0,left_only
2yi7,P07900,BZ8,left_only
2yki,P07900,YKI,left_only
3b24,P07900,B2J,left_only
3b25,P07900,B2K,left_only
3b26,P07900,B2L,left_only
3b27,P07900,B2T,left_only
3d0b,P07900,SNX,left_only
3eko,P07900,PYU,left_only
3ekr,P07900,PY9,left_only
3hek,P07900,BD0,left_only
3k97,P07900,4CD,left_only
3k99,P07900,PFT,left_only
3qdd,P07900,94M,left_only
3r4m,P07900,WOE,left_only
3r4n,P07900,FU5,left_only
3r4p,P07900,FU7,left_only
3rlp,P07900,3RP,left_only
3rlq,P07900,3RQ,left_only
3rlr,P07900,3RR,left_only
3vha,P07900,VHA,left_only
3vhd,P07900,VHE,left_only
3wha,P07900,WHA,left_only
4b7p,P07900,9UN,left_only
4bqg,P07900,50Q,left_only
4cwf,P07900,H05,left_only
4cwn,P07900,6LV,left_only
4cwo,P07900,T62,left_only
4cwp,P07900,TV2,left_only
4cwq,P07900,W2D,left_only
4cwr,P07900,HAJ,left_only
4cws,P07900,G3R,left_only
4cwt,P07900,IK9,left_only
4egk,P07900,RDC,left_only
4fcq,P07900,2N6,left_only
4nh7,P07900,E0G,left_only
4nh8,P07900,2LC,left_only
4o04,P07900,2Q8,left_only
4o05,P07900,2Q9,left_only
4o07,P07900,FGH,left_only
4o09,P07900,2R6,left_only
4o0b,P07900,2QA,left_only
4xip,P07900,40W,left_only
4xiq,P07900,40Y,left_only
4xir,P07900,40X,left_only
4xit,P07900,40Z,left_only
5fnc,P07900,IEE,left_only
5fnd,P07900,IQ5,left_only
5fnf,P07900,TQL,left_only
5j20,P07900,6FJ,left_only
5j27,P07900,6FJ,left_only
5j2x,P07900,6DL,left_only
5j64,P07900,6G7,left_only
5j6l,P07900,6GC,left_only
5j6m,P07900,6FJ,left_only
5j6n,P07900,6FF,left_only
5j82,P07900,6GV,left_only
5j86,P07900,6GW,left_only
5j8m,P07900,6DL,left_only
5j8u,P07900,6FJ,left_only
5j9x,P07900,6GC,left_only
5lny,P07900,70K,left_only
5nyh,P07900,9EK,left_only
5odx,P07900,9RZ,left_only
6ei5,P07900,B5Q,left_only
6el5,P07900,PU1,left_only
6eln,P07900,P4A,left_only
6elo,P07900,BAW,left_only
6elp,P07900,BA8,left_only
6ey8,P07900,C4T,left_only
6ey9,P07900,C4N,left_only
6eya,P07900,C4K,left_only
6eyb,P07900,C3Z,left_only
6f1n,P07900,C8W,left_only
6olx,P07900,KFY,left_only
6n8x,P07900,KFY,left_only
6fcj,P07900,D4W,left_only
6hhr,P07900,G5E,left_only
1ydk,P08263,GTX,left_only
4hj2,P08263,LZ6,left_only
5ja0,P14324,FPP,left_only
1zhy,P35844,CLR,left_only
2a14,O95050,SAH,left_only
2a4m,Q9RVD6,TRP,left_only
2a5b,P02701,8HG,left_only
2a5c,P02701,8DA,left_only
2a8g,P02701,GNG,left_only
2jgs,P02701,BTN,left_only
5chk,P02701,55R,left_only
2a5s,Q00959,GLU,left_only
2aj8,P22411,SC3,left_only
2b4l,P46922,BET,left_only
2bes,P9WKD7,RES,left_only
2bet,P9WKD7,DEZ,left_only
2bfq,O28751,AR6,left_only
2bfr,O28751,ADP,left_only
2bo4,Q9RFR0,FLC,left_only
2bqv,O92139,A1A,left_only
2bt9,Q8XXK6,MFU,left_only
4csd,Q8XXK6,MFU,left_only
2bvd,P16218,ISX,left_only
2byr,Q8WSF8,MLK,left_only
2bys,Q8WSF8,LOB,left_only
2pgz,Q8WSF8,COC,left_only
2wn9,Q8WSF8,ZY5,left_only
2wnc,Q8WSF8,TKT,left_only
2wnj,Q8WSF8,ZY7,left_only
2x00,Q8WSF8,GYN,left_only
2xys,Q8WSF8,SY9,left_only
2xyt,Q8WSF8,TC9,left_only
2ymd,Q8WSF8,SRO,left_only
2yme,Q8WSF8,CWB,left_only
3c79,Q8WSF8,IM4,left_only
3c84,Q8WSF8,TH4,left_only
3sio,Q8WSF8,MLK,left_only
4dbm,Q8WSF8,0J0,left_only
4xk9,Q8WSF8,41J,left_only
5oaj,Q8WSF8,TKT,left_only
5o87,Q8WSF8,NCT,left_only
2c1p,Q58EU8,FNZ,left_only
2c80,P30113,GTX,left_only
2ca8,P30113,GSH,left_only
2c92,P9WHE9,TP6,left_only
2c94,P9WHE9,TSF,left_only
2c97,P9WHE9,JCL,left_only
2cbj,Q0TR53,OAN,left_only
2j62,Q0TR53,GSZ,left_only
2wb5,Q0TR53,VGB,left_only
2x0y,Q0TR53,X0T,left_only
2xpk,Q0TR53,Z0M,left_only
2ce9,Q04724,5-mer,left_only
2cej,Q8Q3H0,1AH,left_only
4a4q,Q8Q3H0,UX9,left_only
2cen,Q5RZ09,4AH,left_only
3b50,P44542,SLB,left_only
2d0k,P0ABQ4,FOL,left_only
2d3u,Q99AU2,CCT,left_only
2d3z,Q99AU2,FIH,left_only
2e2p,Q96Y14,ADP,left_only
2e2r,P62508,2OH,left_only
2p7a,P62508,43M,left_only
2p7g,P62508,2OH,left_only
2p7z,P62508,OHT,left_only
6i67,P62508,H42,left_only
6i66,P62508,H4Q,left_only
6i65,P62508,H3Z,left_only
6i64,P62508,H48,left_only
6i63,P62508,2OH,left_only
6i62,P62508,27N,left_only
6i61,P62508,H3W,left_only
2epn,Q6ST21,NGT,left_only
2euk,Q9NZD2,3-mer,left_only
2evl,Q9NZD2,3-mer,left_only
2ewa,P47811,SB2,left_only
2ews,Q6G7I0,ANP,left_only
2f1g,P25774,GNF,left_only
2hhn,P25774,GNQ,left_only
3n3g,P25774,93N,left_only
2f2h,P31434,XTG,left_only
2fle,Q9J2R0,AI,left_only
2fpz,P20231,270,left_only
2za5,P20231,2FF,left_only
2fqw,P29724,NOS,left_only
2fqx,P29724,GMP,left_only
2fqy,P29724,ADN,left_only
2fw6,Q2QJL3,CIT,left_only
2fxv,P42085,5GP,left_only
2gh9,Q72I44,MLR,left_only
2gl0,Q8ZVF7,ADN,left_only
2glp,O25928,BDE,left_only
2gv6,Q9Y5Y6,730,left_only
2gv7,Q9Y5Y6,672,left_only
4jyt,Q9Y5Y6,N4A,left_only
4jz1,Q9Y5Y6,F4D,left_only
4jzi,Q9Y5Y6,N4C,left_only
4o97,Q9Y5Y6,NTX,left_only
4o9v,Q9Y5Y6,NT4,left_only
2gvj,P43490,DGB,left_only
4n9c,P43490,2ZM,left_only
5upe,P43490,8HY,left_only
5upf,P43490,8HV,left_only
2gz2,A0A0H2UPS5,A2P,left_only
2h21,Q43088,SAM,left_only
2h6b,Q8RPJ2,3C4,left_only
2hmu,O32080,ATP,left_only
2hmv,O32080,ADP,left_only
2hnx,P15090,PLM,left_only
5d45,P15090,57P,left_only
5d47,P15090,L19,left_only
5d48,P15090,L96,left_only
5edb,P15090,5M8,left_only
5edc,P15090,5M7,left_only
5hz6,P15090,65Y,left_only
5hz8,P15090,65Z,left_only
5y12,P15090,8JX,left_only
5y13,P15090,8K0,left_only
2hxm,P13051,302,left_only
2hzl,Q3J1R2,PYR,left_only
2i0a,O38723,MUI,left_only
2psu,O38723,MUU,left_only
2i2c,Q8Y8D7,DTA,left_only
4dy6,Q8Y8D7,A22,left_only
5dhu,Q8Y8D7,5A8,left_only
2i4j,P37231,DRJ,left_only
2i4z,P37231,DRH,left_only
2p4y,P37231,C03,left_only
2yfe,P37231,YFE,left_only
4a4v,P37231,YFD,left_only
4a4w,P37231,YFB,left_only
4r06,P37231,30000000,left_only
5f9b,P37231,5VN,left_only
5lsg,P37231,QZQ,left_only
6md0,P37231,OLA,left_only
6dgr,P37231,GDY,left_only
6dgq,P37231,GBV,left_only
6dgl,P37231,GEV,left_only
2i6b,P55263,89I,left_only
2i80,Q5HEB7,G1L,left_only
2ihj,Q15KI8,CSF,left_only
2iko,P00797,7IG,left_only
3d91,P00797,REM,left_only
3own,P00797,3OX,left_only
4s1g,P00797,43T,left_only
2j47,Q89ZI2,GDV,left_only
2j4g,Q89ZI2,NB1,left_only
2jiw,Q89ZI2,BEU,left_only
2vvn,Q89ZI2,NHT,left_only
2vvs,Q89ZI2,OAN,left_only
2xm1,Q89ZI2,LTM,left_only
2xm2,Q89ZI2,LOG,left_only
2jf4,P13482,VDM,left_only
2jg0,P13482,TTZ,left_only
2jjb,P13482,3CU+GLC,left_only
2jfz,Q9ZLT0,003,left_only
2nsj,P0AG18,C2R,left_only
2nsl,P0AG18,C2R,left_only
2o0u,P53779,C0M,left_only
2oax,P08235,SNL,left_only
5hcv,P08235,60R,left_only
2oiq,P00523,STI,left_only
4o2p,P00523,11V,left_only
4ybk,P00523,4B7,left_only
2ot1,P00883,N3P,left_only
2oxn,Q9KU37,OAN,left_only
3gs6,Q9KU37,NP6,left_only
3gsm,Q9KU37,VPU,left_only
2oym,O33853,MNI,left_only
2p3a,Q6BB74,3TL,left_only
2p3c,Q6Q004,3TL,left_only
2p3i,P12473,MNA,left_only
2p4s,A4Q998,DIH,left_only
2pqb,Q9R4E4,GG9,left_only
2pqc,Q9R4E4,RC1,left_only
2pql,Q9BIH3,TSS,left_only
2psv,O38707,MUV,left_only
2pvu,D0VWX8,LYS,left_only
2q2a,D0VWX8,ARG,left_only
2py4,P9WNS5,DUP,left_only
5ect,P9WNS5,DUP,left_only
5edd,P9WNS5,DUP,left_only
2pyy,D0VWX9,GLU,left_only
2q54,O38710,MU1,left_only
2q5k,O38710,AB1,left_only
2q55,O38719,MU0,left_only
2q6f,P0C6Y3,6-mer,left_only
2q8h,Q15118,TF4,left_only
2q8z,Q8IJH3,NUP,left_only
2qbu,O27402,SAH,left_only
2qbw,Q96RT1,8-mer,left_only
2qpq,Q7W019,CIT,left_only
2qrk,P38998,AMP,left_only
2qrl,P38998,OGA,left_only
2qtg,Q9T0I8,MTH,left_only
2qtt,Q9T0I8,FMC,left_only
3lgs,Q9T0I8,SAH,left_only
2qu6,P35968,857,left_only
3vhk,P35968,BPK,left_only
4ag8,P35968,AXI,left_only
4agc,P35968,AXI,left_only
4asd,P35968,BAX,left_only
4ase,P35968,AV9,left_only
2r0h,Q206Z5,CTO,left_only
2r58,Q9VHA0,MLY,left_only
2r5a,Q9VHA0,MLZ,left_only
2r5p,O12158,MK1,left_only
2r75,O66809,01G,left_only
2rcb,Q8VHN2,DSN,left_only
2rd6,P09874,78P,left_only
3gjw,P09874,GJW,left_only
3l3l,P09874,L3L,left_only
3l3m,P09874,A92,left_only
4und,P09874,2YQ,left_only
4zzz,P09874,FSU,left_only
5xsr,P09874,8EC,left_only
6bhv,P09874,DQV,left_only
2reg,Q92N37,CHT,left_only
2rin,Q92N37,ACH,left_only
2rkf,Q90JJ9,AB1,left_only
4m8x,Q90JJ9,KGQ,left_only
4m8y,Q90JJ9,KGQ,left_only
2rkg,A0F6C5,AB1,left_only
2std,P56221,CRP,left_only
4std,P56221,BFS,left_only
2uxi,Q9AIU0,G50,left_only
2uy3,P29029,H33,left_only
2uy4,P29029,AZM,left_only
2uy5,P29029,H35,left_only
2uyn,P0AGL2,2KT,left_only
2uyq,Q9CCZ4,SAM,left_only
2v2q,O67060,NVG,left_only
2v2v,O67060,V12,left_only
2v3d,P04062,NBV,left_only
2v3u,Q63226,DSN,left_only
5cc2,Q63226,CKA,left_only
2v58,P24182,LZJ,left_only
2v59,P24182,LZK,left_only
3pyy,P00519,3YY,left_only
4wa9,P00519,AXI,left_only
5hu9,P00519,66K,left_only
2v95,P31211,HCY,left_only
2vb8,P0A953,TLM,left_only
2vba,P0A953,P4T,left_only
2vfk,Q6JP77,AMP,left_only
2vhj,Q94M05,ADP,left_only
2vjx,Q8AAK6,IFL,left_only
2vl4,Q8AAK6,MNM,left_only
2vmf,Q8AAK6,MVL,left_only
2vo5,Q8AAK6,VBZ,left_only
2vot,Q8AAK6,NHV,left_only
2vqt,Q8AAK6,15A,left_only
2vk2,P39325,GZL,left_only
2vo4,O49235,4NM,left_only
2vt3,O05521,ATP,left_only
2vw1,Q54727,DAN,left_only
2vw2,Q54727,NHE,left_only
2vxn,P48499,PGH,left_only
2vyt,Q9UQR0,MLZ,left_only
2w8j,Q93UV0,PLS,left_only
2w8w,Q93UV0,PLS,left_only
2w9h,P0A017,TOP,left_only
2we3,P03195,DUT,left_only
2wjg,Q57986,GDP,left_only
2wly,P07254,2-mer,left_only
2wlz,P07254,2-mer,left_only
2wm0,P07254,3-mer,left_only
2wr8,O58212,SAH,left_only
2wtv,O14965,ZZL,left_only
3myg,O14965,EML,left_only
3uo4,O14965,0C0,left_only
3uod,O14965,0C3,left_only
3up2,O14965,0C8,left_only
6c2r,O14965,EG7,left_only
2wuf,P9WNH5,KEM,left_only
2wvt,Q8A3I4,FHN,left_only
2xib,Q8A3I4,DFU,left_only
2xii,Q8A3I4,TA9,left_only
4j28,Q8A3I4,EAT,left_only
4jfs,Q8A3I4,16Z,left_only
4pcs,Q8A3I4,2M7,left_only
4pee,Q8A3I4,2OX,left_only
6hzy,Q8A3I4,GYZ,left_only
2wzm,A0QV09,NA7,left_only
2x2r,P52732,X2O,left_only
5zo8,P52732,4C5,left_only
2x4z,O96013,X4Z,left_only
4app,O96013,N53,left_only
4o0x,O96013,2OQ,left_only
4o0y,O96013,2OO,left_only
5xva,O96013,8FU,left_only
5xvg,O96013,8FX,left_only
2x6x,Q9AYY6,6-mer,left_only
2xb7,Q9UM73,GUI,left_only
2yfx,Q9UM73,VGH,left_only
4cd0,Q9UM73,AWJ,left_only
4clj,Q9UM73,5P8,left_only
4cmo,Q9UM73,YPW,left_only
5aa9,Q9UM73,5P8,left_only
5fto,Q9UM73,YMX,left_only
5kz0,Q9UM73,6YL,left_only
2xb8,P9WPX7,XNW,left_only
3n76,P9WPX7,CA2,left_only
3n7a,P9WPX7,FA1,left_only
3n86,P9WPX7,RJP,left_only
3n8k,P9WPX7,D1X,left_only
4b6o,P9WPX7,3DQ,left_only
4b6p,P9WPX7,2HN,left_only
4ciw,P9WPX7,XH2,left_only
4kiu,P9WPX7,KIU,left_only
2xd9,Q48255,XD9,left_only
2xda,Q48255,JPS,left_only
4b6r,Q48255,3DQ,left_only
4b6s,Q48255,2HN,left_only
2xde,P12497,1B0,left_only
3zso,P12497,O2N,left_only
3zsq,P12497,O4N,left_only
3zsx,P12497,N44,left_only
3zsy,P12497,OM3,left_only
3zt2,P12497,ZT2,left_only
3zt3,P12497,ZT4,left_only
4ahr,P12497,I2E,left_only
4ahs,P12497,AKH,left_only
4ahu,P12497,ICO,left_only
4ceb,P12497,ZSV,left_only
4cgi,P12497,NZL,left_only
4cig,P12497,X0P,left_only
4cj4,P12497,S3G,left_only
4cjp,P12497,4D2,left_only
4cjq,P12497,VXO,left_only
4cjr,P12497,FYM,left_only
4ck3,P12497,K1T,left_only
4qnb,P12497,1B0,left_only
2xg9,P16098,GLC-NOJ,left_only
2xn3,P05543,ID8,left_only
2xp7,Q13526,4F8,left_only
3ikd,Q13526,J9Z,left_only
3ikg,Q13526,J8Z,left_only
2xxr,P42260,GLU,left_only
2xxt,P42260,KAI,left_only
2xxx,P42260,GLU,left_only
2y8c,Q8II92,DUQ,left_only
3t60,Q8II92,DUA,left_only
3t64,Q8II92,DU3,left_only
3t70,Q8II92,DU4,left_only
2ya6,P62575,DAN,left_only
2ya7,P62575,ZMR,left_only
2ya8,P62575,G39,left_only
2yb0,O15826,DUR,left_only
2ydw,P25440,WSH,left_only
2yek,P25440,EAM,left_only
4mr6,P25440,1K0,left_only
4qev,P25440,31O,left_only
4qew,P25440,31P,left_only
4uyf,P25440,73B,left_only
6k04,P25440,CQF,left_only
2yel,O60885,WSH,left_only
3p5o,O60885,EAM,left_only
3u5j,O60885,08H,left_only
3u5l,O60885,08K,left_only
3zyu,O60885,1GH,left_only
4cfl,O60885,8DQ,left_only
4lyw,O60885,21Q,left_only
4lzr,O60885,LOC,left_only
4lzs,O60885,L46,left_only
4mr3,O60885,1K0,left_only
4nuc,O60885,435,left_only
4nue,O60885,NUE,left_only
4ogj,O60885,2TA,left_only
4qb3,O60885,30M,left_only
4wiv,O60885,3P2,left_only
4xya,O60885,43S,left_only
4z93,O60885,4LD,left_only
5acy,O60885,9S3,left_only
5cp5,O60885,EB0,left_only
5cqt,O60885,EB3,left_only
5cy9,O60885,E0A,left_only
5d0c,O60885,E0B,left_only
5d24,O60885,L26,left_only
5d25,O60885,56M,left_only
5d26,O60885,L28,left_only
5d3h,O60885,57G,left_only
5d3j,O60885,L33,left_only
5d3l,O60885,57F,left_only
5d3n,O60885,L40,left_only
5d3p,O60885,57E,left_only
5dlx,O60885,5D2,left_only
5dw2,O60885,5GD,left_only
5dx4,O60885,E0C,left_only
5egu,O60885,5NQ,left_only
5eis,O60885,5OU,left_only
5f5z,O60885,5VY,left_only
5f60,O60885,5VZ,left_only
5f61,O60885,5W0,left_only
5f62,O60885,5W1,left_only
5f63,O60885,5W2,left_only
5i80,O60885,67B,left_only
5i88,O60885,69G,left_only
5khm,O60885,XNH,left_only
5u28,O60885,82V,left_only
5ueu,O60885,0S6,left_only
5uez,O60885,89G,left_only
5uf0,O60885,89J,left_only
5ula,O60885,5MJ,left_only
5uoo,O60885,8FV,left_only
5y8y,O60885,8PX,left_only
6c7q,O60885,EO1,left_only
6ckr,O60885,F5V,left_only
6cks,O60885,F5Y,left_only
6e4a,O60885,HRY,left_only
6fo5,O60885,DZH,left_only
6q3z,O60885,HG8,left_only
6q3y,O60885,HG5,left_only
6mh7,O60885,JQY,left_only
6mh1,O60885,JQP,left_only
6fsy,O60885,E5Q,left_only
6dl2,O60885,GUJ,left_only
5yqx,O60885,E0K,left_only
5wmg,O60885,6JF,left_only
5wa5,O60885,4K4,left_only
2yfa,Q88E10,LMR,left_only
2ylc,P0A1R0,U,left_only
2yxj,Q07817,N3C,left_only
3qkd,Q07817,HI0,left_only
3spf,Q07817,B50,left_only
3zk6,Q07817,H1I,left_only
3zln,Q07817,H0Y,left_only
3zlr,Q07817,X0B,left_only
4c52,Q07817,X0D,left_only
4c5d,Q07817,X0R,left_only
2zcs,A9JQL9,B70,left_only
2zy1,A9JQL9,830,left_only
3acw,A9JQL9,651,left_only
3acx,A9JQL9,673,left_only
3tfn,A9JQL9,2CJ,left_only
3tfp,A9JQL9,03L,left_only
3vje,A9JQL9,ZGA,left_only
4e9u,A9JQL9,RWY,left_only
4ea2,A9JQL9,RWZ,left_only
2zjw,P68400,REF,left_only
3bqc,P68400,EMO,left_only
3h30,P68400,RFZ,left_only
3owj,P68400,1EL,left_only
3pe1,P68400,3NG,left_only
3pe2,P68400,E1B,left_only
5cqu,P68400,JRJ,left_only
5cs6,P68400,K82,left_only
5csp,P68400,54G,left_only
5cu4,P68400,54S,left_only
5h8e,P68400,5Y3,left_only
5h8g,P68400,5Y4,left_only
5mo8,P68400,C98,left_only
5mod,P68400,86L,left_only
5orh,P68400,A4N,left_only
5os7,P68400,A8Q,left_only
5os8,P68400,J27,left_only
5otr,P68400,AU8,left_only
5otz,P68400,AUT,left_only
5owl,P68400,B0K,left_only
6hoq,P68400,FER,left_only
2zwz,Q9WYE2,ZWZ,left_only
2zx6,Q9WYE2,ZX6,left_only
2zx7,Q9WYE2,ZX7,left_only
2zx8,Q9WYE2,ZX8,left_only
2zxd,Q9WYE2,ZXD,left_only
2zym,Q9AJF5,ACX,left_only
3a1c,O29777,ACP,left_only
3a1d,O29777,ADP,left_only
3a1e,O29777,ACP,left_only
3a5y,P0A8N7,KAA,left_only
3a6t,P08337,8OG,left_only
3aaq,Q5ZUA2,ARU,left_only
3ag9,P00517,A02,left_only
3bwj,P00517,ARX,left_only
3agl,P17612,A03,left_only
5izf,P17612,6-mer,left_only
5izj,P17612,4-mer,left_only
3ai8,P07858,HNQ,left_only
3ap4,O00214,LBT,left_only
5t7s,O00214,LBT,left_only
3aqt,Q8NR95,RCO,left_only
3arp,Q9AMP1,DEQ,left_only
3arq,Q9AMP1,DM5,left_only
3arw,Q9AMP1,CTI,left_only
3arx,Q9AMP1,POY,left_only
3axz,P43912,ADN,left_only
3b2q,Q60187,ATP,left_only
3b4p,Q396C9,3B4,left_only
3juo,Q396C9,AJD,left_only
3jup,Q396C9,AKD,left_only
3b7j,Q5G940,JUG,left_only
3cf8,Q5G940,QUE,left_only
3ed0,Q5G940,EMO,left_only
3bbb,P22392,2-mer,left_only
