PDBCode,affinity
2wc4,5.1
5n6s,0.008199999999999999
5oss,28.3
1ork,0.0015600000000000002
1os0,0.93
1qf0,0.042
1qf1,0.048
1qf2,1.2
1z9g,2.3
1zdp,1.8
3fcq,1700.0
5js3,0.185
5jss,0.354
5jt9,0.233
5jvi,0.31
5jxn,0.388
5lif,1.34
5lvd,2400.0
5lwd,0.57
5m9w,5700.0
5ma7,336.0
5mnr,3.44
5n2t,8.4
5n2z,4.9
5n31,1.61
5n34,23.27
5n3v,45.24
5n3y,9.32
1oss,16.4
1oxr,6.4
1td7,43.0
1oz0,0.02
1thz,7.1
2b1g,0.23
2b1i,0.15
1p19,76.8
1pa9,25.0
1pb8,7.02
1pb9,241.0
1pbq,0.54
1y1z,831.0
1y20,4.8
4kfq,0.005860000000000001
1pfu,1900.0
1pkx,0.12
1pme,0.0004
2ojg,2.3
2ojj,0.002
3i5z,0.002
3i60,0.002
4qp2,940.0
1pr5,120.0
1ps3,5200.0
2f7o,0.036
2f7p,0.249
3d4y,2.0
3d4z,13.0
3d50,17.0
3d51,70.0
3d52,520.0
3ddf,22.0
3ddg,1.0
3dx1,265.0
3dx2,0.15
3dx3,0.3
3dx4,0.076
3ejp,0.0028
3ejq,0.0027
3ejr,0.0027
1pvn,0.00015
1px4,590.0
3dyo,5000.0
3i3b,5900.0
3muz,350.0
3mv0,140.0
3t08,910.0
3t09,160.0
3t0b,50.0
3t0d,4300.0
3t2q,220.0
3vd4,15.0
3vd9,100.0
3vdb,3030.0
1pzp,490.0
1q54,1.4
2vnp,0.00012
1q5k,0.038
3i4b,0.007
4acc,0.02
6hk4,0.00281
6hk3,0.0314
1q91,70.0
6g2l,0.068
6g2m,0.0151
1qan,33.0
1qaw,7.5
1qft,0.0017
1qin,0.01
1qji,14.0
1qk3,7.1
1qk4,61.0
1qkt,0.00092
2ayr,0.00051
2pog,0.00029
2qe4,0.011
1qy1,0.3
1qy2,1.8
1r0p,0.01
2wgj,0.002
3q6w,0.027
3r7o,0.0044
3u6h,0.001
3u6i,0.001
3zbx,0.006
3zc5,0.074
3zcl,0.0101
3zxz,0.004
3zze,0.0013000000000000002
4aoi,0.004
4ap7,0.011
4gg7,0.0063
5ya5,0.19
1r1h,0.0012
1r1j,0.0023
1r9l,4.0
1rd4,0.0183
3f78,800.0
1rmz,0.01
2hu6,154.0
3ehx,0.025
3ehy,1.4
3f15,0.00788
3f16,0.00591
3f17,0.00236
3f18,0.0395
3f19,0.06509999999999999
3f1a,0.0611
3lir,0.11900000000000001
3ljg,0.018600000000000002
3lk8,0.0197
3lka,1500.0
3n2u,0.0143
3n2v,0.031
3nx7,0.00788
3ts4,0.0019
3tsk,0.067
4efs,0.0025
4gql,0.00026000000000000003
4gr0,0.00028000000000000003
4gr3,0.0155
4gr8,0.0147
5cxa,0.009000000000000001
5czm,0.0048
5d3c,3.9999999999999996e-05
1ro6,0.35000000000000003
3o56,0.000794
5laq,0.00063
1rp7,0.003
2qta,1.75
1rpj,0.33
1rql,1790.0
1rr6,5.6e-05
2on6,0.17200000000000001
3bgs,0.00037999999999999997
3k8o,8.599999999999999e-06
3k8q,5.2e-06
4eb8,0.00015099999999999998
5etj,6.599999999999999e-05
1s5z,620.0
4cp5,452.0
1ssq,1.0
1sw2,0.06
3mam,76.0
1t31,0.0023
3n7o,0.07200000000000001
5yjm,0.021
1t32,0.038
1t5f,60.0
1t7d,0.94
1tq4,0.64
1u0g,0.7
1u1w,1.4
1u33,25.0
1xd0,0.075
3old,1.2549000000000001
4gqq,1300.0
4gqr,110.0
1u71,0.033
3oaf,0.0016
4g95,0.024399999999999998
1ua4,60.0
1ucn,6.0
1uho,0.0006
1ui0,0.088
1uj5,890.0
1uou,0.02
2wk6,480.0
1ur9,1.7
1usi,0.18
1usk,0.4
1utj,144.0
1utl,3410.0
1utm,972.0
1uv6,7.575
1uw6,0.045200000000000004
3u8j,0.0031000000000000003
3u8k,0.0022
3u8l,0.0089
3u8n,6.7e-05
3wtj,0.297
3wtl,0.092
3wtm,0.1
3wtn,0.091
3wto,0.119
3zdg,0.079
3zdh,0.045
4alx,0.052000000000000005
4qac,0.0004
1uwf,0.15
4att,0.1046
4auj,0.0183
4av4,0.0943
4av5,0.061
4avh,0.059500000000000004
4avi,0.023600000000000003
4avj,0.0365
4css,0.0035
4cst,0.0013000000000000002
4lov,0.0171
4x50,0.0177
4x5p,0.006200000000000001
4x5q,0.001
4x5r,0.014
4xo8,0.0011
5fs5,0.2064
6g2s,0.00401
6g2r,0.00035
1uwt,1.08
1uwu,1.04
2ceq,0.053
2cer,0.0006
1uz4,400.0
1uz8,11.0
1v1j,15.0
1vso,18.98
2f34,0.13
2f35,3.94
2pbw,0.00556
2wky,0.00257
3gba,0.000848
3gbb,0.126
3s2v,0.157
4dld,1.5
4e0x,0.076
4qf9,37.1
4ymb,0.62
5neb,0.017
6fz4,1.12
6sbt,0.166
1vyf,0.009000000000000001
1vyg,0.01
1w96,0.0039
1w9u,0.81
1w9v,0.46
2iuz,2.8
1wc1,100.0
1wcq,0.55
1wdn,0.5
1wm1,0.5
1wn6,21.0
1ws1,0.00028000000000000003
1wuq,0.0054
1wur,0.22
1x38,0.0017
1x39,0.0006
6md6,8.0
1x8d,6160.0
1x8j,0.11
1x8r,0.75
1x8t,0.016
2pq9,0.0078
1xap,0.002
1xgi,14.0
2pu2,37.0
2r9w,8.0
2r9x,14.0
3gqz,6700.0
3gr2,3000.0
3gtc,4500.0
3gv9,7500.0
3gvb,2600.0
4jxs,18.0
4kz3,1700.0
4kz4,70.0
4kz6,800.0
4kz7,3200.0
6dpz,259.0
6dpy,80.0
6dpx,1.3
6dpt,0.077
1xjd,0.00033
1xk5,1.0
1xk9,0.14
1xkk,0.003
3ug2,0.0056
4rj8,0.017
5c8n,0.028
5cap,0.052000000000000005
5caq,0.0027
5cas,0.0014
5cau,0.0016
5hcy,0.0012
1xt8,0.14
1xws,0.01
2c3i,0.025
2xj1,0.028
2xj2,0.066
3bgq,0.011
3bgz,0.55
3jy0,0.005
3jya,0.1301
4k0y,0.015
4k18,0.0011
4n6z,0.016
5dwr,6e-06
5ipj,0.0013000000000000002
5v82,7.000000000000001e-05
6no9,3e-05
1y3n,2.8
1y3p,15.0
1yc1,0.68
1yc4,0.28
1yet,1.2
2qg0,1.9
2qg2,4.0
2uwd,0.0045000000000000005
2xab,0.00054
2xdk,250.0
2xdl,790.0
2xdx,0.35
2xht,1.1
2xjg,0.015
2xjj,0.31
2xjx,0.00071
2yi0,0.0075
2yi7,0.0048
2yki,0.00035
3b24,42.0
3b25,0.86
3b26,0.23
3b27,6.9
3d0b,0.29
3eko,0.2
3ekr,0.03
3hek,0.0054
3k97,0.01
3k99,0.06
3qdd,0.0017
3r4m,1.2
3r4n,0.13
3r4p,0.011
3rlp,0.084
3rlq,0.04
3rlr,0.03
3vha,0.04
3vhc,0.0013000000000000002
3vhd,0.0005200000000000001
3wha,0.00048
4b7p,0.000346
4bqg,0.6
4cwf,32.4
4cwn,2.6
4cwo,6.1
4cwp,0.17
4cwq,0.088
4cwr,0.005
4cws,0.012
4cwt,0.179
4egk,0.019
4fcq,0.101
4nh7,0.004
4nh8,0.003
4o04,0.69
4o05,0.037
4o07,0.042
4o09,0.02
4o0b,0.005
4xip,0.23500000000000001
4xiq,0.08600000000000001
4xir,0.115
4xit,0.054
5fnc,77.0
5fnd,320.0
5fnf,700.0
5j20,0.0007199999999999999
5j27,0.18
5j2x,0.018000000000000002
5j64,0.14
5j6l,0.013000000000000001
5j6m,0.0027
5j6n,0.017
5j82,1.0
5j86,0.0055
5j8m,0.16
5j8u,0.34
5j9x,0.017
5lny,0.042
5nyh,0.0187
5odx,0.195
5vyy,0.62
6ei5,0.0383
6el5,0.133
6eln,0.9
6elo,0.514
6elp,0.23600000000000002
6ey8,1.55
6ey9,1.24
6eya,0.033
6eyb,4.22
6f1n,0.547
6olx,4.2
6n8x,2.0
6fcj,0.0711
6hhr,0.098
1ydk,1.3
4hj2,2950.0
1yfz,45.0
1yq7,0.08220000000000001
2f94,0.195
2f9k,0.0859
4pvx,0.17200000000000001
4pvy,0.197
5ja0,6.0
1yqy,0.024
4dv8,0.00058
1yvm,0.4
1z4o,30.0
2wf5,1.0
1zhy,0.3
1zs0,0.7000000000000001
1zvx,0.0006
3tt4,0.0053
2a14,2.0
2a4m,30.0
2a5b,117.0
2a5c,24.0
2a8g,205.0
2jgs,0.24
5chk,4.12
2a5s,0.2
2afw,17.0
2afx,7.1
3pbb,0.095
2aj8,0.638
2am4,190.0
2amt,36.0
2gzl,15.0
3elc,2020.0
2b4l,17.0
2bes,57.0
2bet,1700.0
2bfq,0.13
2bfr,5.63
2bo4,24.6
2boj,1.7
2jdm,3.96
2jdp,0.25
2jdu,0.19
3zdv,3.3
2bqv,0.009000000000000001
2bt9,0.64
4csd,1.23
2bvd,1.0
2byr,0.0028
2bys,0.0003
2pgz,1.8
2wn9,0.003
2wnc,0.47900000000000004
2wnj,0.33
2x00,4.7e-06
2xys,0.038
2xyt,0.5092
2ymd,693.0
2yme,0.022
3c79,0.063
3c84,0.014
3sio,0.01
4dbm,0.024
4xk9,0.00086
5obg,0.0741
5oaj,0.275
5o87,0.245
2bz6,0.081
4ish,0.0019
4isi,0.0073
4na9,0.041
4x8u,3500.0
4x8v,0.13
5l30,0.0007199999999999999
5u6j,0.023
2c1p,4.0
2c80,4.7
2ca8,22.0
2c92,2.11
2c94,0.15
2c97,0.72
2cbj,0.0054
2j62,4.599999999999999e-06
2wb5,0.00074
2x0y,25.0
2xpk,5e-06
2cbz,118.0
2cc7,0.009880000000000002
2ccb,0.03576
2ccc,0.017570000000000002
2ce9,0.93
2cej,0.0024
4a4q,0.0004
2cen,0.005
2cex,20.0
3b50,0.028
2d0k,9.51
2d1n,0.007
3kek,0.0044
3ljz,0.0073
3tvc,0.018000000000000002
456c,0.00017
4l19,0.8
2d3u,0.12
2d3z,0.23
2doo,0.067
5ev8,6.0
5ewa,15.0
2dw7,20.0
2e2p,18.0
2e2r,0.0055
2p7a,0.788
2p7g,0.297
2p7z,0.262
6i67,0.20140000000000002
6i66,0.1825
6i65,0.39039999999999997
6i64,0.04870000000000001
6i63,0.0986
6i62,0.1575
6i61,0.5690000000000001
2e7f,0.79
2ogy,33.2
2e91,0.26
2e92,0.13
2e94,0.01
2epn,0.06
2euk,0.25
2evl,0.2
2ewa,0.0115
2ewb,0.8
2ews,0.24
2f1g,0.029
2hhn,0.032
3n3g,0.058
2f2h,2.0
2fle,0.014
2fpz,110.0
2za5,0.0037
2fqo,0.37
2fqt,0.72
2fqw,0.21
2fqx,0.07100000000000001
2fqy,0.27
2fu8,20.0
2qdt,6.5
5dpx,35.0
5evb,10.0
5evd,10.0
5evk,12.0
2fw6,1200.0
2fxu,0.007
2fxv,4.5
2gh9,1.0
2gkl,4.5
3iof,6.0
3iog,3.0
2gl0,15.0
2glp,9.7
2gsu,260.0
2gv6,0.046
2gv7,0.014
4jyt,0.04
4jz1,0.2
4jzi,0.04
4o97,0.003
4o9v,0.01
2gvj,0.0003
4n9c,126.0
5upe,0.009000000000000001
5upf,0.0025
2gvv,125.0
2gz2,6.0
2h21,0.29
2h6b,4.1
2h6t,0.06
2haw,12.0
2hmu,0.02
2hmv,0.02
2hnx,0.083
5d45,0.12
5d47,0.1
5d48,0.03
5edb,0.1
5edc,0.022
5hz6,0.016
5hz8,0.4
5y12,0.59
5y13,1.16
2hxm,6.0
2hzl,0.27
2i0a,4e-06
2psu,0.024
2i19,0.016
3egt,0.00126
2i2c,20.0
4dy6,40.0
5dhu,0.5
2i3h,0.04
2i3i,0.05
3f7g,0.043000000000000003
3f7h,0.082
3f7i,0.046
3gt9,110.0
3gta,53.0
2i4j,0.6848
2i4z,1.978
2p4y,0.001
2yfe,0.236
4a4v,0.287
4a4w,0.019
4r06,0.513
5f9b,54.82
5lsg,4.0
6md0,1.27
6dgr,12.3
6dgq,3.09
6dgl,3.05
2i6b,0.068
2i80,4.0
2ihj,25.7
2iko,3.571
3d91,0.0007
3own,0.034
4s1g,0.0006
2isw,0.037
3ohi,14.0
2j47,3.9
2j4g,0.25
2jiw,26.0
2vvn,0.05
2vvs,0.046
2w4x,14.0
2w66,89.0
2w67,11.0
2wca,2.5
2xj7,0.22
2xm1,8.5
2xm2,24.0
2jew,0.20600000000000002
2jf4,0.007
2jg0,0.015
2jjb,0.012
2jfz,5.8
2jke,59.0
2jkp,59.0
2zq0,0.15
2nmx,2.7
2nn1,1.5
2nn7,0.3
3lxe,0.25
6evr,0.0088
6ex1,0.0494
6f3b,0.27330000000000004
6faf,0.30610000000000004
6g3v,0.9224
6fag,0.2551
2nsj,16.3
2nsl,20.9
2o0u,3.2
2o8h,0.025
2ovv,0.012
2ovy,0.004
2oax,0.002232
5hcv,0.002
2oi0,0.028
3b92,0.01
3ewj,0.14300000000000002
3kmc,0.4
3l0v,0.023
3le9,0.006
3lea,0.0008
2oi2,0.5
2oiq,10.0
4o2p,0.2
4ybk,0.015
2ot1,100.0
2oxn,0.036000000000000004
3gs6,0.26
3gsm,0.33
2oym,10.0
2p3a,0.011
2p3c,0.024
2p3i,330.0
2p4s,0.00031
2p53,0.035
2pqb,0.063
2pqc,1.8
2pql,0.053
2psv,0.058
2ptz,0.015
2pu1,1.4
2pvu,0.49
2q2a,0.039
2pwd,40.0
2pwg,15.0
2py4,0.2
5ect,5.2
5edd,5.7
2pyy,25.0
2q54,0.00098
2q5k,4.9999999999999996e-06
2q55,0.00204
2q6f,3.6
2q88,1.6
2q89,0.5
2q8h,1000.0
2q8m,94.0
2q8z,2.1
2qbu,0.645
2qbw,0.056
2qpq,0.43
2qpu,250.0
2qrk,55.0
2qrl,100.0
2qtg,8.3
2qtt,48.0
3lgs,24.8
2qu6,0.003
3vhk,25.0
4ag8,0.0011
4agc,2e-05
4asd,0.0005200000000000001
4ase,1e-05
2qw1,125.0
2r0h,310.0
2r58,10000.0
2r5a,2500.0
2r59,0.006500000000000001
2vj8,0.002
3b7r,0.02
3b7u,0.018000000000000002
3fh7,0.025
4l2l,2.0
2r5p,0.0033
2r75,0.714
2ra6,30.0
2rcb,0.163
2rcn,1.0
2rd6,0.005
3gjw,0.005
3l3l,0.033
3l3m,0.006
4und,0.0011
4zzz,0.087
5xsr,0.020300000000000002
6bhv,5.87
2reg,2.3
2rin,100.0
2ri9,600.0
2rio,20.4
2rk8,230.0
2rka,1000.0
2rkd,1900.0
2rke,82.5
3mof,860.0
6p5o,28.6
2rkf,0.00083
4m8x,6.3e-05
4m8y,0.00011
2rkg,0.008199999999999999
2std,0.00014000000000000001
3std,7.699999999999999e-06
4std,4.7e-05
5std,3.2e-05
6std,0.0023
7std,1.8999999999999998e-05
2uxi,0.05
2uy3,600.0
2uy4,21.0
2uy5,3.2
2uyn,2000.0
2uyq,2.1
2uz9,1.96
2v25,1.9
2v2q,71.2
2v2v,85.8
2v3d,116.0
2v3u,1000.0
5cc2,80.0
2v54,25.0
2v58,0.00082
2v59,0.018000000000000002
3rv4,5000.0
2v77,8.7
2v7a,0.005
3pyy,0.137
4twp,9.999999999999999e-05
4wa9,0.0038
5hu9,0.0242
2v95,0.005
2vb8,25.0
2vba,25.0
2vc9,0.0036000000000000003
2ves,0.02
4lch,2.4e-05
5drr,3.5e-06
2vfk,194.0
2vhj,125.0
2vjx,11.0
2vl4,0.975
2vmf,1.4000000000000001
2vo5,13.0
2vot,0.07200000000000001
2vqt,1.0
2vk2,0.13
2vk6,5.0
2vmc,1150.0
2vmd,950.0
2vo4,11.6
2vpn,0.19
2vpo,3.8
2vsl,0.004
3cm2,0.34
3hl5,34.0
4j44,1.87
4j45,1.7
4j46,5.24
4j47,12.02
4j48,2.41
6gjw,11.0
2vt3,70.0
2vuk,125.0
4agl,225.0
4agm,105.0
4agn,107.0
4ago,15.5
4agp,20.6
4agq,9.7
5a7b,271.0
5aba,1040.0
5aoi,940.0
5aoj,21.0
5aol,4800.0
5g4m,138.0
5g4n,101.0
5g4o,37.0
5o1d,22.0
5o1f,30.0
5o1h,14.0
6ggf,4.1
6ggb,4.1
6gga,14.2
2vw1,300.0
2vw2,500.0
2vxn,10.0
2vyt,1840.0
2vzr,52.6
2x09,175.0
2w08,380.0
3kqr,36.8
4avs,322.0
4ayu,18.6
2w47,10.5
2w8j,1100.0
2w8w,7500.0
2w9h,0.43
2we3,37.0
2wjg,0.08
2wly,0.25
2wlz,25.0
2wm0,30.0
2wor,125.0
2wos,125.0
2wq5,180.0
2wr8,3.6
2wtv,0.0018000000000000002
3myg,2e-05
3uo4,0.299
3uod,0.049
3up2,0.04
5orv,1297.0
5orw,796.0
5os2,1821.0
5os4,1665.0
5os5,410.0
5ose,681.0
6c2r,0.0008
2wuf,51.0
2wvt,0.755
2xib,0.0551
2xii,0.0633
4j28,2.0
4jfs,5.4
4pcs,0.014
4pee,0.0048
6hzy,121.0
2wvz,96.0
2wzs,140.0
2wyf,37.0
3zyf,14.1
4a6s,6.3
4ljh,19.4
4lk7,9.1
5d21,0.004200000000000001
2wzf,0.1
2wzm,6.0
2x2r,0.0762
5zo8,0.0063
2x4z,0.0027
4app,0.064
4o0x,0.068
4o0y,0.06
5xva,0.051
5xvg,0.009
2x6x,210.0
2xb7,0.0006500000000000001
2yfx,0.008199999999999999
4cd0,0.0002
4clj,0.0007
4cmo,0.00085
5aa9,0.0064
5fto,0.006200000000000001
5kz0,0.022
2xb8,0.026000000000000002
3n76,0.14
3n7a,200.0
3n86,2.3
3n8k,90.0
4b6o,0.1
4b6p,0.074
4ciw,15.0
4kiu,140.0
2xbp,9.6
2xd9,0.35
2xda,0.6
4b6r,1.42
4b6s,0.97
2xde,3.42
3zso,7.6
3zsq,10.9
3zsx,519.0
3zsy,595.0
3zt2,1435.0
3zt3,1375.0
4ahr,6500.0
4ahs,6400.0
4ahu,5400.0
4ceb,1080.0
4cgi,752.0
4cig,214.0
4cj4,432.0
4cjp,481.0
4cjq,256.0
4cjr,793.0
4ck3,268.0
4qnb,0.26
2xef,0.000145
2xeg,2e-05
2xei,2.4e-05
2xej,0.00134
3iww,0.011
3rbu,0.00037
3sjf,0.023
4ngm,4.49e-05
4ngn,0.028100000000000003
4ngp,0.01097
4oc0,0.318
4oc1,0.254
4oc2,0.0053
4oc3,0.0053
4oc5,0.085
2xg9,70.0
2xn3,1.198
2xn5,0.20500000000000002
2xp7,1.7
3ikd,0.179
3ikg,0.057
2xxr,0.28
2xxt,0.009000000000000001
2xxx,0.39
2y7i,2.9
2y8c,0.4
3t60,0.2
3t64,0.2
3t70,0.5
2ya6,2.0
2ya7,720.0
2ya8,1.77
2yay,0.8
2yaz,7.3
2yb0,140.0
2ydt,3.0
2ydw,0.046
2yek,0.0613
4mr6,0.251
4qev,0.022
4qew,0.08600000000000001
4uyf,0.025
6k04,0.0091
2yel,0.0525
3p5o,0.055200000000000006
3u5j,2.46
3u5l,0.64
3zyu,0.1
4cfl,1.33
4lyw,0.23700000000000002
4lzr,20.0
4lzs,16.0
4mr3,1.1420000000000001
4nuc,0.91
4nue,0.15
4ogj,0.164
4qb3,3.4
4wiv,0.55
4xya,1.37
4z93,0.0446
5acy,0.0064
5cp5,1.234
5cqt,0.124
5cy9,0.218
5d0c,2.34
5d24,5.8
5d25,0.5
5d26,0.81
5d3h,7.9
5d3j,5.7
5d3l,0.88
5d3n,9.2
5d3p,7.4
5d3t,12.0
5dlx,2.0
5dw2,1.44
5dx4,0.137
5egu,1.4
5eis,1.8
5f5z,0.08600000000000001
5f60,0.043000000000000003
5f61,0.035
5f62,0.0068
5f63,0.012
5i80,0.062
5i88,0.25
5khm,0.005
5u28,0.067
5ueu,0.0167
5uez,0.97
5uf0,160.0
5ula,0.077
5uoo,0.0014
5y8y,0.082
5y94,0.164
6c7q,0.0007
6ckr,0.05
6cks,0.015
6e4a,0.044
6fo5,0.19
6q3z,0.044
6q3y,0.054
6mh7,1.8
6mh1,1.2
6fsy,0.247
6dl2,0.033
6ajz,46.0
6ajy,5.3
5yqx,0.11
5wmg,0.0060999999999999995
5wa5,0.192
6ajv,9.1
2yfa,8.5
2yhw,2.5
2ylc,0.013000000000000001
2ypo,21.0
3pfp,0.36
5e2l,93.0
2yxj,0.0005
3qkd,0.004200000000000001
3spf,138.0
3zk6,0.46
3zln,0.0034
3zlr,0.00055
4c52,2.1
4c5d,4.0
2yz3,0.22
2z94,1.4
2za0,0.23
4kyh,1.2
4kyk,18.0
4pv5,0.29
2zcq,0.0015
2zcr,0.135
2zcs,0.006
2zy1,0.04
3acw,17.5
3acx,2.0
3tfn,0.27
3tfp,0.34
3vje,0.0097
4e9u,1.5
4ea2,0.36
2zjw,0.02
3bqc,1.85
3h30,29.2
3owj,0.86
3pe1,0.000223
3pe2,0.000175
5cqu,0.29
5cs6,630.0
5csp,58.0
5cu4,0.32
5h8e,6.3299999999999995e-06
5h8g,4.82e-05
5mo8,1.64
5mod,300.0
5oqu,244.0
5orh,41.0
5orj,17.0
5ork,234.0
5os7,205.0
5os8,105.0
5osl,375.0
5otr,12.0
5otz,6.5
5owl,1.2
6hoq,0.41
2zkj,3.3
2zwz,0.016300000000000002
2zx6,2.51e-05
2zx7,3.2200000000000003e-05
2zx8,0.0002314
2zxd,6.0
2zxg,0.0015
2zym,0.73
3a1c,100.0
3a1d,75.0
3a1e,2200.0
3a5y,0.011
3a6t,0.052000000000000005
3a9i,70.7
3aaq,500.0
3acl,0.6
6n0j,4.3
6n0k,8.6
3ag9,0.009000000000000001
3bwj,0.319
3agl,0.016
5izf,0.00017999999999999998
5izj,3e-06
3ahn,0.0901
3aho,0.0889
3ai8,154.4
3alt,1190.0
3ao4,8500.0
3ao5,5900.0
3ovn,2800.0
5wlo,1.5e-05
6b4n,2.7899999999999997e-05
3ap4,120.0
5t7s,79.0
3aqt,0.19
3arp,0.07
3arq,0.4
3arw,0.7
3arx,4.7
3axz,372.0
3b2q,28.0
3b4p,4.0
3juo,8.55
3jup,2.63
3b7j,6.8
3cf8,12.7
3ed0,0.45
3bbb,0.1
3bbf,5.2
3bex,2.7
3bpc,16.0
3brn,0.002
3bu1,0.0070999999999999995
3bxe,3.34
3bxf,2.87
3bxg,10.98
3bxh,94.34
3c2f,10100.0
3c2o,450.0
3c2r,780.0
3c2u,1250.0
3c39,109.0
3c4h,2.0
3fhb,2.0
3c52,0.05
3c56,0.013
3c88,0.157
3c89,0.845
3c8a,0.66
3c8b,0.786
3qw5,0.358
3cct,0.0274
3ccw,0.0135
3ccz,0.0517
3cd0,0.0269
3cd5,0.0127
3cd7,0.0143
3cda,0.0263
3cdb,0.09570000000000001
3ckb,1040.0
3cke,0.8
3ckz,0.0019
3cl0,0.0848
3cow,0.125
3coy,0.96
3coz,2.7
3imc,1100.0
3ime,1000.0
3iob,380.0
3ioc,210.0
3iod,80.0
3ioe,540.0
3isj,210.0
3iub,29.0
3iue,1.5
3ivc,75.0
3ivg,50.0
3ivx,1.8
4ddh,500.0
4ddk,5100.0
4ddm,3500.0
4de5,700.0
4ef6,1200.0
4efk,3200.0
4fzj,700.0
4g5f,900.0
3ctt,0.45
3l4u,0.03
3l4v,0.19
3l4w,1.0
3l4x,0.13
3l4y,0.1
3l4z,0.19
3cyz,0.06
3cz1,0.055
3d78,0.023
3czv,0.016
4hu1,0.029
4knm,0.01
4knn,0.0167
4qjx,0.052000000000000005
6g5u,0.395
3d0e,0.004
3djo,40.8
3djp,63.2
3djq,1046.4
3djv,27.9
3djx,1557.9
3dln,0.249
3dp4,0.043000000000000003
3rt8,0.451
4f39,1.98
3dp9,0.000208
3drf,0.1
3drg,0.1
3dri,37.7
3dsz,0.0171
3tf6,0.4
3dzt,0.060200000000000004
3e3c,2.4
3e5u,1.4
3ebh,0.4782
3ebi,0.079
3q44,0.49
3t8v,0.26
4k5p,345.0
4r5t,0.8
4zw5,37.0
4zw6,1.9
4zw7,19.0
4zw8,1.1
4zx3,0.065
4zx4,0.078
6eed,0.812
3ebl,0.5
3ebo,19.01
3ebp,1.24
3eeb,1.3
3fzy,0.18
3eqr,0.002
3evd,0.124
3ewc,0.02
3f33,460.0
3f34,690.0
3f37,2400.0
3u90,24.0
3f3c,0.9500000000000001
3f3d,0.069
3f3e,0.02
3f48,0.512
4mme,0.318
3f5j,52.0
3f5k,24.0
3f5l,191.0
4qlk,570.0
4qll,420.0
3f6e,4140.0
3fzn,97.0
3f6g,19.0
3f70,14.0
3f80,60.0
3kv2,0.04751
3lp4,13.1
3lp7,3.6
3mfv,3000.0
3mfw,300.0
3mjl,3600.0
3f8c,0.021
3f8f,0.23600000000000002
4zzd,0.25
3fas,0.171
3fat,0.0228
3fed,0.0346
3fee,0.23
3ff3,270.0
3fj7,195.0
3fjg,187.0
3fqe,0.005
4fl1,520.0
4fl2,220.0
3fql,0.07100000000000001
3fuz,0.29
3fv1,0.0005
3fv2,0.0077
3fvk,0.0015
3fvn,0.169
3fv3,0.0003
3fvh,0.447
4e67,0.33
4o6w,0.003
4o9w,0.06991
3g0e,0.02
3g0i,250.0
3g19,0.214
3g2y,10000.0
3g2z,4400.0
3g30,3100.0
3g31,1300.0
3g32,194.0
3g34,1100.0
3g35,21.0
4de0,1.3
4de1,1.1
4de2,76.0
3g3r,0.33
3g5k,0.0003
3ga5,3.2
3gbe,10.0
3gdt,0.064
3gk1,80.0
5dkn,202.6
5er4,1752.0
3gnw,0.00079
3hky,0.08
3gvu,0.01
3gx0,330.0
3h78,57.0
3h89,0.023
3h8b,0.511
3hcm,500.0
3hf8,0.31
3hfb,0.03
3hig,0.013000000000000001
3hit,0.0064
3hkw,0.0023
3su4,0.554
3hl8,32.0
3hp9,26.0
3hmo,0.0305
3hmp,3.24
5mrb,0.47100000000000003
5n84,0.011
5n93,0.0022
3hu3,0.13
4ko8,0.07
3hv8,0.1042
3hvi,0.005
3hvj,0.002
3oe4,0.034
3oe5,0.132
3ozr,7.022
3ozs,4.6450000000000005
3ozt,74.9
3u81,36.0
5k03,18.0
3hww,0.075
3i4y,0.09
3i51,0.02
3i73,3.23
3iae,130.0
3ies,0.00011999999999999999
3ifl,0.008400000000000001
3ip5,0.6
3ip6,0.25
3ip9,2.4
3ip8,5200.0
3iss,0.9
3jdw,253.0
3jrs,52.0
3jrx,0.001
3juk,12.9
3jyr,2.9
3jzh,400.0
5k0m,0.0015
5ttw,1.1
3jzj,248.0
3k00,1.7
3k02,10.0
3k1j,0.4
3k37,0.0012
3k4d,7.75
3k4q,4.6
3k5v,0.5
3ms9,6.0
3mss,22.0
6hd6,2.0
3k5x,0.39
3k8c,1200.0
3kiv,20.0
3kjd,0.0029
4zzx,0.125
4zzy,2.5
3kku,2.0
3kr4,0.025
4k3n,0.011
4r76,0.014
3kr8,0.008
4iue,0.28
4j21,0.039
4j22,0.018000000000000002
4j3l,0.016
4kzq,0.788
4kzu,0.313
3kyq,60.0
3ldp,2.41
5evz,0.27
5exw,0.15
5ey4,750.0
5f1x,0.78
5f2r,52.0
3lmk,1.16
3lpl,2.39
3lq2,5.97
3lpp,0.6
3lvw,2120.0
3lxk,0.00016
5lwm,0.00134
6gl9,0.135
6gla,0.027
6glb,0.129
3lzs,1.09e-05
3lzu,8.7e-05
3lzz,146.0
3m3c,86.21
3m6r,0.032
3pn4,0.14
3m8u,12.9
3mdz,0.0008
3ml5,0.003
6h36,0.00045000000000000004
6h37,0.0026000000000000003
6h38,0.0078
3mi2,0.017
3mi3,3.56
3miy,0.021
3qgw,1.3
3qgy,0.016
4m0y,0.35
4m12,0.9
4m13,0.2
4m14,0.2
4qd6,0.0023
4rfm,8.999999999999999e-05
3mz6,0.063
5vi6,0.003
3n1c,6.0
3n9r,0.07
3n9s,5.5
3ng4,3.7
3nw3,0.32
