lig_name,SMILE
B7T,CO[C@@H]1CC[C@@]2(CC1)Cc1c([C@]32COC(=[NH+]3)N)cc(cc1)c1cncc(c1)C
L3M,CCC[C@@H]([C@@H](C(=O)NCC(C)C)[NH2+]C[C@@H]1Cc2cccc(c2)CCCCc2cc(C(=O)N1)cc(c2)N(S(=O)(=O)C)CCC)O
L3J,CCCN(S(=O)(=O)C)c1cc2CCCCc3cccc(C[C@H](NC(=O)c(c1)c2)C[NH2+][C@@H](C(=O)NCC(C)C)[C@@H](O)C)c3
L4J,CCCC[C@@H](C(=O)NCC(C)C)[NH2+]C[C@@H]1Cc2cccc(c2)CCCCc2cc(C(=O)N1)cc(c2)N(S(=O)(=O)C)CCC
0GM,CC(C[C@@H]1NC(=O)[C@H](CCC(=O)NCc2cccc(CNC(=O)[C@@H](NC(=O)C[C@@H]1O)CC(C)C)c2)NC(=O)C(Cc1cccc2c1cccc2)Cc1cccc2c1cccc2)C
PLU,[NH3+][C@H](P(O)(O)O)CC(C)C
BES,O[C@@H]([C@@H](Cc1ccccc1)[NH3+])C(=O)N[C@H](C(=O)O)CC(C)C
LEU,[NH3+][C@H](C(=O)O)CC(C)C
HQY,Oc1cccc2c1nccc2
AMQ,OC(=O)[C@H](Cc1c(C)o[nH]c1=O)[NH3+]
IWD,OC(=O)[C@H](Cn1cc(I)c(=O)[nH]c1=O)[NH3+]
KAI,OC(=O)C[C@H]1[C@H](C[NH2+][C@@H]1C(=O)O)C(=C)C
QUS,OC(=O)[C@H](Cn1oc(=O)[nH]c1=O)[NH3+]
CPW,OC(=O)[C@H](Cn1c(=O)[nH]c(=O)c2c1CCC2)[NH3+]
IBC,OC(=O)[C@H](CC1=CCCCc2c1c(=O)[nH]o2)[NH3+]
FWD,OC(=O)[C@H](Cn1cc(F)c(=O)[nH]c1=O)[NH3+]
MP9,OC(=O)[C@H](Cc1c(=O)[nH]oc1c1nnn(n1)Cc1ccccc1)[NH3+]
S2P,OC(=O)[C@H](Cc1ns[nH]c1=O)[NH3+]
R2P,OC(=O)[C@@H](Cc1ns[nH]c1=O)[NH3+]
HA7,OC(=O)[C@H]1[NH2+]CCc2c1o[nH]c2=O
HA5,OC(=O)[C@@H]1[NH2+]Cc2c(C1)c(=O)[nH]o2
CWD,OC(=O)[C@H](Cn1cc(Cl)c(=O)[nH]c1=O)[NH3+]
TZG,OC(=O)CCc1cc(N(=O)=O)c(cc1C[C@@H](C(=O)O)[NH3+])Cl
G8M,[NH3+][C@@H]([C@@H]1CC[C@@H]1C(=O)O)C(=O)O
3ZA,OC(=O)[C@@H](C[C@@H](C(=O)O)[NH3+])CCC(=O)N(O)C
IKM,OC(=O)C[C@]12O[C@@H]3[C@H]([C@@H]2C(=O)N[C@H]1C(=O)O)[NH2+]CC=C3
2J9,Fc1ccc2c(c1)S(=O)(=O)NCN2C1CC1
ASP,OC(=O)C[C@@H](C(=O)O)[NH3+]
XPF,CC(S(=O)(=O)N[C@H]1COC[C@H]1Oc1ccc(cc1)c1ccc(s1)C#N)C
4ZK,OC(=O)[C@H](Cc1cc(Cl)c(c(c1)c1cncc(c1)O)Cl)[NH3+]
E42,Oc1cccc(c1)c1cccc(c1)C[C@H](C(=O)O)[NH3+]
5XP,[NH3+]Cc1cccc(c1)Cn1nnc(n1)c1o[nH]c(=O)c1C[C@@H](C(=O)O)[NH3+]
5XO,OC(=O)[C@H](Cc1c(=O)[nH]oc1c1nnn(n1)Cc1cccc(c1)C)[NH3+]
5XN,OC(=O)[C@H](Cc1c(=O)[nH]oc1c1nnn(n1)Cc1cccc(c1)Cl)[NH3+]
8VE,CN1N=C([C@H]2[C@@H]1C[NH2+][C@@H]2C(=O)O)C(=O)O
HJH,Cn1nc(c(=O)[nH]1)C[C@H]([NH3+])C(=O)O
HJ8,CCn1nnc(c1C[C@@H](C(=O)O)[NH3+])O
9AR,COc1c(O)ccc2c1cc(N(=O)=O)c1c2c2OCOc2cc1C(=O)O
VIT,C[C@@H](CCC[C@@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C)C/C=C/[C@@H](/C=C/CC(C)C)C
OPB,CCCC[C@H]1C(=O)N(N(C1=O)c1ccc(cc1)O)c1ccccc1
ANN,COc1ccc(cc1)C(=O)O
OIN,OC[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@H]2CC[C@@H](C1)[N@H+]2C
IMN,COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C
HC4,OC(=O)/C=C/c1ccc(cc1)O
STL,Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O
C0R,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
SPD,[NH3+]CCC[NH2+]CCCC[NH3+]
PZZ,OCCCc1cccc2c1[nH]cc2C[NH+](C)C
DIH,OC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1nc[nH]c2=O
OLA,CCCCCCCC/C=C\CCCCCCCC(=O)O
TDZ,O=C1NC(=O)[C@H](S1)Cc1ccc(cc1)OC[C@@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C
B64,COC(=O)c1sc(cc1NC(=O)CCC(=O)O)c1cccs1
PAI,OC(=O)C[N@H+](CP(O)(O)O)C[C@H]([C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)O
__N,O[C@@H]1CO[C@@H]([C@H]1O)COP(O)(O)O
3OL,CCCCC[C@@H](CC)O
PA5,O[C@@H]([C@H]([C@@H](C(=O)O)O)O)COP(O)(O)O
PAN,O=NC(=O)[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O
0EM,CC[C@@H](CNC(=O)CP([C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)CC(C)C)(O)O)C
V15,Nc1nc(CCc2ccccc2)cc(=O)[nH]1
8-mer,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1[nH]cnc1)C)[NH2+]C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1[NH2+]CCC1)Cc1[nH]cnc1)CC(C)C)CO)Cc1ccccc1
IXZ,O=C(Nc1scc(c1C(=O)NCc1ccccc1)c1ccccc1)C[NH2+]Cc1ccccc1
IXY,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2)C[NH2+]CCc1c[nH]c2c1cccc2
IXV,O=C(Nc1scc(c1C(=O)NCc1ccccc1)c1ccccc1)CCNc1ccccc1
HIC,Cn1cc(nc1)C[C@H]([NH3+])C(=O)O
DCL,OC[C@H](CC(C)C)[NH3+]
LNR,[NH3+]C[C@@H](c1ccc(c(c1)O)O)O
61P,Cc1cccc(c1)/C=N/NC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
LAT,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O
UDP,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
RTL,OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C
VD3,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC[C@H]2CC[C@@H]1C[C@@H](O)CCC1=C)C)C
DKA,CCCCCCCCCC(=O)O
OCA,CCCCCCCC(=O)O
DAO,CCCCCCCCCCCC(=O)O
MYR,CCCCCCCCCCCCCC(=O)O
PLM,CCCCCCCCCCCCCCCC(=O)O
STE,CCCCCCCCCCCCCCCCCC(=O)O
SDS,CCCCCCCCCCCCOS(O)(O)O
EW8,CCCCCCCCCCCCCCCCCCC(=O)O
X90,CCCCCCCCCCCCCCCCC(=O)O
F15,CCCCCCCCCCCCCCC(=O)O
TDA,C/C=C/CCC/C=C/CCCCC(=O)O
BEZ,OC(=O)c1ccccc1
FHC,Oc1ccc(cc1)/C=C(\C(=O)O)/F
I3P,O[C@@H]1[C@@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)O
RNP,O[C@@H](COc1cccc2c1cccc2)/C=N\C(C)C
PIB,CCCC(=O)O[C@H](COP(O[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@H]([C@H]1O)OP(O)(O)O)O)(O)O)COC(=O)CCC
A2P,O[C@@H]1[C@@H](COP(O)(O)O)O[C@H]([C@@H]1OP(O)(O)O)n1cnc2c1ncnc2N
5J9,OC[C@H]1O[C@H]([C@@H]([C@@H]1n1nnc(c1)Cn1ccc(=N)[nH]c1=O)O)n1cnc2c1ncnc2N
T44,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)[NH3+]
C7K,OC(=O)CCCCCCCCCCCNc1ccc(c2c1non2)N(=O)=O
113,CO[C@@H]1O[C@@H](C)Cc2c1c(=O)c1c(o2)cc(c(c1C(=O)O)O)O
MJI,CCCCCCCCCCCCCCCCOC[C@@H](OP(OC)(O)O)COCC(F)(F)F
NGT,OC[C@H]1O[C@@H]2SC(=N[C@@H]2[C@H]([C@@H]1O)O)C
IFG,OC[C@H]1C[NH2+][C@@H]([C@H]([C@H]1O)O)NC(=O)C
TNX,OC[C@H]1OC[C@@H]([C@H]([C@@H]1O)O)NC(=S)C
KWE,O=C1N(Cc2ccccc2)C(=O)C(=C1Cc1ccccc1)NCCCCc1ccccc1
KVB,OC(=O)Cc1ccc(cc1)COc1cccc(c1)c1c(cnc2c1cccc2C(F)(F)F)Cc1ccccc1
KUW,OC(=O)Cc1cnc(c(c1)Cl)N1CCC(CC1)NC1=C(c2ccccc2)S(=O)(=O)N(C1=O)C(C)C
652,Clc1ccccc1C(c1nc(cn1c1ccc(cc1)c1cccc(c1)S(=O)(=O)C)C(O)(C)C)(C)C
6OX,OCc1c(F)cc(cc1S(=O)(=O)C)c1ccc(c(c1)F)n1cc(nc1C(c1c(Cl)cccc1Cl)(C)C)C(O)(C)C
5AH,COC(=O)N[C@H](C(=O)N[N@@H+](Cc1ccc(cc1)c1ccccn1)CC[C@](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)(Cc1ccccc1)O)C(C)(C)C
CXG,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)c1ccccc1)CCC[C@](C(=O)N[C@@H](C(C)(C)C)C(=O)NC)(Cc1ccccc1)O
G40,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)c1cscc1)CCC[C@](C(=O)N[C@@H](C(C)(C)C)C(=O)NC)(Cc1ccccc1)O
1F1,OC(=O)c1ccc2c(c1)[nH]cc2
IOP,OC(=O)CCc1c[nH]c2c1cccc2
HBU,O=C(CP(O)(O)C)CC(=O)O
DHJ,OC(=O)CCP(CC(=O)CC(=O)O)(O)O
DM2,OCC(=O)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@H](C2)[NH3+])O)c2c(C1)c(O)c1c(c2O)c(O)c2c(c1O)cccc2OC
A33,OC(=O)C(CC(=O)O)(CC(=O)O)[NH3+]
DHT,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C
LG7,N#Cc1ccc(c2c1cccc2)N1C(=O)[C@H]2N(C1=O)CC[C@H]2O
LGB,N#Cc1ccc(c(c1Cl)C)/N=C/1\O[C@H]([C@H]2N1CC[C@@H]2O)C(F)(F)F
HYC,O=C(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CCCCCCCC[C@H]1C[C@@H]2[C@]([C@H]1O)(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O
E2B,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@@H]([C@@H]2O)Cc1cccc(c1)C(=O)N)C
J3Z,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C
VDX,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](CCCC(O)(C)C)C)C)/C1
MC9,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@H](C2CC2)O)C)C)/C1
GLU,OC(=O)CC[C@@H](C(=O)O)[NH3+]
3PG,OC(=O)[C@@H](COP(O)(O)O)O
OXN,COCCOCCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C
LPR,[NH3+]CCCC[C@@H](C(=O)N1CC=C[C@H]1C(=O)O)[NH2+][C@H](C(=O)O)CCc1ccccc1
X8Z,SC[C@H](C(=O)N1CCC[C@H]1C(=O)O)C
X95,[NH3+]CCCC[C@@H](C(=O)N[C@@H](C(=O)O)Cc1c[nH]c2c1cccc2)[NH2+][C@H](C(=O)O)CCc1ccccc1
RX3,O=C(N[C@@H](P([C@@H]1CCC[C@H]1C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)(O)O)Cc1ccccc1)OCc1ccccc1
RX4,OC(=O)C[C@@H](C(=O)N[C@H](P(C[C@H](C(=O)N[C@H](C(=O)N)C)C)(O)O)Cc1ccccc1)NC(=O)C
K26,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](P(O)(O)O)Cc1ccc(cc1)O)Cc1ccc(cc1)O)NC(=O)C)C
3EF,O=C(N[C@H](P(C[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)Cc1onc(c1)c1ccccc1)(O)O)Cc1ccccc1)OCc1ccccc1
3ES,O=C(N[C@H](P(C[C@@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)Cc1onc(c1)c1ccccc1)(O)O)Cc1ccccc1)OCc1ccccc1
KD0,O[C@@H]([C@H]([C@@H]([C@@H](CC(=O)C(=O)O)O)O)O)COP(O)(O)O
EST,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C
GTP,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
URF,Fc1c[nH]c(=O)[nH]c1=O
KVT,O=C(CN1C(=O)NC(C1=O)(C)C)Nc1ccc(c(c1)S(=O)(=O)N1CCCCCC1)C
KVZ,O=C(CN1C(=O)N[C@]2(C1=O)CCCc1c2cccc1)Nc1ccc(c(c1)S(=O)(=O)N(C)C)Cl
TDR,C[C@H]1C=NC(=O)NC1=O
THM,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
36Z,COC(=O)c1cc(N)cc(c1)c1c(C)noc1C
37N,OC(=O)c1cc(cc(c1)c1c(C)noc1C)NS(=O)(=O)c1ccccc1
39R,Nc1cccc(c1)c1[nH]nc(n1)c1ccccc1
6XC,O=c1[nH]c2c(nccc2cc1C)NC1CC[NH2+]CC1
78J,O=c1[nH]c2c(nccc2cc1C)N[C@@H]1CC[NH2+]C[C@H]1OCC1CCCCC1
A32,OC[C@H]1O[C@H](Oc2cc(cc(c2)N(=O)=O)C(=O)NCCC[NH+]2CCOCC2)[C@@H]([C@H]([C@H]1O)O)O
1DM,OC[C@H]1O[C@H](Oc2cc(CO)cc(c2)N(=O)=O)[C@@H]([C@H]([C@H]1O)O)O
ADE,Nc1ncnc2c1nc[nH]2
MTH,CSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc2c1ncnc2N
FMC,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1n[nH]c2c1ncnc2N
TDI,CSC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
MTM,CSC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1ncnc2N
4F0,CSC[C@@H]1C[N@H+](C[C@H]1O)Cc1c[nH]c2c1ncnc2N
MRC,OC(=O)CCCCCCCCOC(=O)/C=C(/C[C@@H]1OC[C@@H]([C@H]([C@H]1O)O)C[C@@H]1O[C@H]1[C@H]([C@@H](O)C)C)\C
ACR,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
OS6,CCCCn1nnc(c1)CCCSC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
OS5,O[C@H]1C[N@@H+](C[C@@H]1CSCCCc1nnn(c1)Cc1ccccc1)Cc1c[nH]c2c1ncnc2N
OS3,C#CCCCSC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
OS2,C#CCSC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1ncnc2N
XN3,O[C@@H](C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1ccc2c(c1)OCO2
XN1,O[C@H](C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@@H]([C@@H](c1ccccc1)C)C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2
XN2,O[C@@H](C[C@@H]([C@@H](c1ccccc1)C)C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1ccc2c(c1)OCO2
QG8,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)c1ccccc1)CCC[C@]1(Cc2ccccc2)[C@H](O)CN(C1=O)[C@@H]1[C@H](O)Cc2c1cccc2
QG9,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)c1ccncc1)CCC[C@]1(Cc2ccccc2)[C@H](O)CN(C1=O)[C@@H]1[C@H](O)Cc2c1cccc2
PPR,OC(=O)C(=O)CP(O)(O)O
DQT,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@@H]1OC(=O)c1ccc(cc1)C)NC(=O)c1ccc(cc1)C)O
TD2,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)n2nnc(c2)c2cccc(c2)F)O)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cccc(c1)F)O
TGZ,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cccc(c1)F)O
BKK,OC[C@H]1O[C@@H](Sc2cccc(c2)Cl)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cc(F)c(c(c1)F)F)O
BKH,OC[C@H]1O[C@H](Sc2ccc(c(c2)Cl)Cl)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cc(F)c(c(c1)F)F)O
J62,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1ccc(c(c1)C)F)O
J5W,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1ccccc1F)O
HRK,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1ccccc1)O
J4N,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cc(F)cc(c1)F)O
J4E,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1ccc(cc1)F)O
J3Q,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cc(F)c(c(c1)F)F)O
J5E,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1ccc(c(c1)F)F)O
J5Q,OC[C@H]1O[C@@H](Sc2ccc(cc2)C)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cccc(c1)F)O
J1E,OC[C@H]1O[C@@H](SC[C@H](Cn2nnc(c2)c2cccc(c2)F)O)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cccc(c1)F)O
J0T,OC[C@H]1O[C@@H](SC[C@@H](Cn2nnc(c2)c2cccc(c2)F)O)[C@@H]([C@H]([C@H]1O)n1nnc(c1)c1cccc(c1)F)O
UP6,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ncc(=O)[nH]c1=O)COP(O)(O)O
U,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(O)(O)O
BMP,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1c(O)cc(=O)[nH]c1=O)COP(O)(O)O
6CN,N#Cc1cc(=O)[nH]c(=O)n1[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O)(O)O
5FU,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cc(F)c(=O)[nH]c1=O)COP(O)(O)O
U5P,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(O)(O)O
U6M,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1c(C)cc(=O)[nH]c1=O)COP(O)(O)O
BPY,Oc1c(O)cccc1c1ccccc1
BP3,Clc1ccccc1c1cccc(c1O)O
BMU,O=C(Nc1cc(nn1C)C(C)(C)C)Nc1ccc(cc1)Cl
6NP,n1ccc(cc1)c1cc(nnc1c1ccc2c(c1)cccc2)N1CC[NH2+][C@H](C1)Cc1ccccc1
1PP,O=C(Nc1cccc(c1Cl)Cl)Nc1cc(nn1c1ccccc1)C(C)(C)C
AQZ,COc1cc2ncnc(c2cc1OCC[NH+]1CCCC1)Nc1cc(ccc1C)NC(=O)c1ccnc(c1)N1CCOCC1
PQA,Fc1ccc(cc1)n1ncc(c1N)C(=O)c1cccc(c1)OC1CC[NH2+]CC1
YIX,CCNC(=O)NCc1ccccc1Sc1ccc2n(c1)c(nn2)C(C)C
GK4,Cc1nnc(o1)c1ccc(c(c1)c1ccc(cc1)C(=O)NCC1CC1)C
GK5,O=C(c1ccc(cc1)c1cc(ccc1C)C(=O)N[C@@H]1C=C1)NC[C@@H]1C=C1
GK6,Cc1ccc(cc1c1ccc(cc1)C(=O)NCC1CC1)NC(=O)c1ccnc(c1)N1CCOCC1
G6A,Cc1nnc(o1)c1ccc(c(c1)C)c1cc(ccc1C)C(=O)NC1CC1
19B,O=C(c1ccc(c(c1)c1ccc2c(c1)onc2C1CC[NH2+]CC1)C)Nc1cccc(c1)N1CCOCC1
SB2,Fc1ccc(cc1)c1[nH]c(nc1c1ccncc1)c1ccc(cc1)[S@@](O)C
BAX,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl
R48,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1cccc(c1)Nc1ncnc2c1cc(N)cc2
I47,OCC(=O)N1CCC(CC1)c1[nH]nc(c1c1ccncn1)c1ccc(cc1)Cl
I45,CNC(=O)c1ccc(c(c1)n1c(C)cc(c(c1=O)Br)OCc1ccc(cc1F)F)C
469,Fc1ccc(cc1)C[N@@H+]1C[C@@H](C)N(C[C@@H]1C)C(=O)c1cc2c(cn(c2cc1Cl)C)C(=O)C(=O)N(C)C
G97,C=CC(=O)Nc1ccc2c(c1)nc(nc2Nc1ccn[nH]1)c1ccccc1
G11,Cc1ccc(cc1c1ccc(cn1)C(=O)NC[C@@H]1C=C1)C(=O)NC1CC1
DF3,O=C(Nc1ccc2c(c1)OCCO2)CSc1cn(c2c1cccc2)CCNC(=O)c1cccc(c1)C(F)(F)F
PP0,CCOC(=O)c1n(CC)c(c(c1C)C(=O)N1CC[NH+](CC1)Cc1ccccc1)C
29A,OCCNC(=O)c1ccc(c(c1)n1cnc(c(c1=O)Cl)OCc1ccc(cc1F)F)C
LM4,CN(c1nnc(c(c1)c1ccncc1)c1ccc2c(c1)cccc2)C
LM3,CN(c1nnc(c(c1)c1ccncc1)c1cccc2c1cccc2)C
78L,O=C1c2ccc(cc2CCc2c1cc(cc2)C(=O)N/C=C\N1CCOCC1)Nc1cc(NC(=O)c2cccs2)c(cc1F)F
RBF,OC[C@H]([C@H]([C@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O
CBN,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O
RLI,CCC(=O)Nc1nc(c(s1)c1csc(n1)Nc1ccc(cc1)C(=O)O)C
4S4,OC(=O)CNC(=O)c1ccc(cc1)NC(=O)c1[nH]c(c(c1)Br)Br
137,O[C@@H]([C@@H]([C@@H](COP(O)(O)O)O)O)CNc1ccccc1C(=O)O
R36,CC(C[C@H](NC(=O)c1cccc(c1)N)C[C@@H]([C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)O)C
R37,CC(C[C@H](NC(=O)c1ccc(cc1)N)C[C@@H]([C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)O)C
1AN,Nc1ccccc1F
IPH,Oc1ccccc1
3CH,Oc1cccc(c1)Cl
5MP,Cc1c[nH]cc1
BNZ,c1ccccc1
MBN,Cc1ccccc1
2LP,CCCc1ccccc1O
ES3,Brc1cnc[nH]1
DOG,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C
DTX,O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C
FLU,Oc1ccc2c(c1)oc1c(c2c2ccccc2C(=O)O)ccc(=O)c1
NLA,OC(=O)Cc1cccc2c1cccc2
HCP,Oc1c(C)ncc(c1/C=N/C1(CCCC1)P(O)(O)O)COP(O)(O)O
MPM,CC[C@@](P(O)(O)O)(/N=C/c1c(cnc(c1O)C)COP(O)(O)O)C
EPC,Oc1c(C)ncc(c1/C=N/[C@@H](P(O)(O)O)C)COP(O)(O)O
PMP,[NH3+]Cc1c(COP(O)(O)O)cnc(c1O)C
SPV,OC(=O)C(=O)CS(O)(O)O
HNA,O=C1c2cccc(c2C(=O)c2c1c(ccc2O)N(=O)=O)O
MNX,Oc1ccc(c2c1c(=O)c1c(o2)cccc1O)N(=O)=O
MNY,Nc1ccc(c2c1C(=O)c1c(O)ccc(c1C2=O)O)N
IQA,OC(=O)Cc1c2ccccc2n2c1[nH]c(=O)c1c2cccc1
K25,CN(c1[nH]c2c(n1)c(Br)c(c(c2Br)Br)Br)C
K37,CSc1[nH]c2c(n1)c(Br)c(c(c2Br)Br)Br
K44,Brc1c(Br)c(Br)c(c2c1nc1n2CCN1C)Br
K32,Brc1c(Br)c(Br)c(c2c1[nH]c(=O)[nH]2)Br
K22,Brc1c(Br)c(Br)c(c2c1[nH]c(=S)[nH]2)Br
K17,Brc1c(Br)c(Br)c2c(c1Br)[nH]cn2
P19,c1ccc(cc1)Nc1nc(Nc2ccccc2)n2c(n1)ccn2
