PDBCode,protID,lig_name
5h8g,P68400,5Y4
5mo8,P68400,C98
5mod,P68400,86L
5oqu,P68400,A4B
5orh,P68400,A4N
5orj,P68400,A4Q
5ork,P68400,A4T
5os7,P68400,A8Q
5os8,P68400,J27
5osl,P68400,A9K
5otr,P68400,AU8
5otz,P68400,AUT
2zkj,Q16654,ADP
2zwz,Q9WYE2,ZWZ
2zym,Q9AJF5,ACX
3a1c,O29777,ACP
3a1d,O29777,ADP
3a1e,O29777,ACP
3a5y,P0A8N7,KAA
3a6t,P08337,8OG
3acl,O00625,3F1
6n0j,O00625,K8S
6n0k,O00625,K8M
3bwj,P00517,ARX
5izf,P17612,6-mer
5izj,P17612,4-mer
3alt,Q7M4F9,MLB
3ao4,Q72498,833
3ao5,Q72498,BBY
3ovn,Q72498,MPV
3ap4,O00214,LBT
5t7s,O00214,LBT
3aqt,Q8NR95,RCO
3arp,Q9AMP1,DEQ
3arq,Q9AMP1,DM5
3arw,Q9AMP1,CTI
3arx,Q9AMP1,POY
3axz,P43912,ADN
3b2q,Q60187,ATP
3b4p,Q396C9,3B4
3juo,Q396C9,AJD
3jup,Q396C9,AKD
3ed0,Q5G940,EMO
3bbb,P22392,2-mer
3bbf,P22392,GDP
3bex,Q9WZY5,PAU
3bpc,P01837,2-mer
3brn,Q09JR9,SRO
3bu1,Q09JX9,HSM
3bxe,O32253,13P
3bxf,O32253,FBP
3bxg,O32253,BG6
3bxh,O32253,F6P
3c2f,P43619,PRP
3c2o,P43619,NTM
3c2r,P43619,PHT
3c39,P00558,3PG
3c4h,Q9Y6F1,DRL
3fhb,Q9Y6F1,GAB
3cct,P04035,3HI
3ccw,P04035,4HI
3ccz,P04035,5HI
3cd0,P04035,6HI
3cd5,P04035,7HI
3cd7,P04035,882
3cda,P04035,8HI
3cdb,P04035,9HI
3ckb,Q8A1G2,MLR
3cow,P9WIL5,52H
3coy,P9WIL5,53H
3coz,P9WIL5,54H
3imc,P9WIL5,BZ3
3ime,P9WIL5,BZ2
3iob,P9WIL5,A4D
3ioc,P9WIL5,A5D
3iod,P9WIL5,A6D
3ioe,P9WIL5,A7D
3isj,P9WIL5,A8D
3iub,P9WIL5,FG2
3iue,P9WIL5,FG3
3ivc,P9WIL5,FG4
3ivg,P9WIL5,FG5
3ivx,P9WIL5,FG6
4ddh,P9WIL5,MS0
4ddk,P9WIL5,0HN
4ddm,P9WIL5,0HO
4de5,P9WIL5,0JD
4ef6,P9WIL5,I2E
4efk,P9WIL5,0OC
4fzj,P9WIL5,0W1
4g5f,P9WIL5,0JD
3cyz,Q9U9J6,9OD
3cz1,Q9U9J6,NBB
3d78,Q9U9J6,NBB
4hu1,Q8N1Q1,V13
4knm,Q8N1Q1,E1E
4knn,Q8N1Q1,E1F
4qjx,Q8N1Q1,WWO
6g5u,Q8N1Q1,ENN
3dp4,P19492,AMQ
3dp9,Q9KPI8,BIG
3drf,A2RJ53,8-mer
3drg,A2RJ53,9-mer
3dri,A2RJ53,6-mer
3dsz,P80188,LIZ
3tf6,P80188,DBH
3dzt,P18153,EAH
3e3c,Q7DB61,HHG
3e5u,B8FW11,3C4
3ebl,Q6L545,GA4
3eeb,Q9KS12,IHP
3fzy,Q9KS12,IHP
3evd,P03314,GTP
3f33,P02791,PFL
3f34,P02791,DIE
3f37,P02791,2MY
3u90,P02791,SDS
3f3d,O67854,MET
3f3e,O67854,LEU
3f48,O67854,ALA
4mme,O67854,29Q
3f6e,P20906,8PA
3fzn,P20906,D7K
3f70,Q969R5,MLZ
3f80,P05089,6HN
3kv2,P05089,NNH
3lp4,P05089,LYS
3lp7,P05089,HAR
3f8c,A2RI36,HT1
3f8f,A2RI36,DM1
4zzd,A2RI36,RBF
3fat,P19493,AMQ
3fj7,Q0PBL7,PEQ
3fjg,Q0PBL7,3PG
4fl1,P43405,ANP
4fl2,P43405,ANP
3fql,Q9WMX2,79Z
3fvh,P53350,7-mer
4e67,P53350,8-mer
4o6w,P53350,7-mer
4o9w,P53350,6-mer
3g0e,P10721,B49
3g19,Q9A5I0,3-mer
3g3r,P47075,ANP
3ga5,P23905,RGG
3gk1,P02638,32A
5dkn,P02638,B7I
5er4,P02638,5RL
3gnw,O92972,XNC
3hky,O92972,IX6
3gvu,P42684,STI
3gx0,P77526,GDS
3h78,P20582,BE2
3hcm,P04271,S45
3hkw,P26664,IX6
3hmo,P33981,STU
3hmp,P33981,CX4
5mrb,P33981,C5N
5n84,P33981,8Q5
5n93,P33981,8QE
3hu3,P55072,AGS
4ko8,P55072,AGS
3hv8,Q9HUK6,C2E
5k03,P22734,6P4
3hww,P17109,AKG
3i73,O57728,ADP
3ies,P08659,M24
3ifl,P05067,7-mer
3ip5,Q7CX36,ALA
3ip6,Q7CX36,PRO
3ip9,Q7CX36,ABU
3jrs,Q8VZS8,A8S
3jrx,O00763,S1A
3juk,O25363,UPG
3jyr,P19576,ACR
3jzh,O75530,5-mer
5k0m,O75530,6PU
5ttw,O75530,5-mer
3jzj,B0B0V1,ACR
3k00,B0B0V1,MTT
3k02,B0B0V1,TXT
3k1j,B6YU74,ADP
3k5v,P00520,STJ
3ms9,P00520,MS9
3mss,P00520,MS7
6hd6,P00520,FYH
3kiv,P08519,ACA
3kjd,Q9UGN5,78P
4zzx,Q9UGN5,FSU
4zzy,Q9UGN5,D7N
3kr8,Q9H2K2,XAV
4iue,Q9H2K2,AJ4
4j21,Q9H2K2,AJ6
4j22,Q9H2K2,AJ7
4j3l,Q9H2K2,AJ5
4kzq,Q9H2K2,DFL
3kyq,Q5EGY4,DPV
3ldp,P11021,3P1
5evz,P11021,ADP
5exw,P11021,7DT
5ey4,P11021,DTP
5f1x,P11021,ATP
5f2r,P11021,ACP
3lpl,P0AFG9,TDP
3lq2,P0AFG9,TDP
3lxk,P52333,MI1
5lwm,P52333,79T
6gl9,P52333,F3W
6gla,P52333,F4B
6glb,P52333,F48
3lzs,P24740,017
3lzu,P24740,017
3lzz,Q6WRH7,GDP
3m3c,Q6WY08,3-mer
3m6r,Q9FUZ2,BB2
3m8u,B8F653,GDS
3miy,Q08881,B49
4m0y,Q08881,M0Y
4m12,Q08881,1YZ
4m13,Q08881,1
4m14,Q08881,QWS
5vi6,Q9BY41,4-mer
3n1c,P06999,F6P
3n9s,D0IR47,TD4
3ng4,Q9GK12,2-mer
3nw3,Q9GK12,MU2
3o4k,Q9GK12,LTC
3uil,Q9GK12,DAO
3umq,Q9GK12,BUA
3usx,Q9GK12,MYR
4fnn,Q9GK12,STE
3nhi,Q95NY5,EAH
3nht,Q95NY5,U46
3nik,P19812,4-mer
3nim,P19812,4-mer
3npc,P45984,B96
5ehr,Q06124,5OD
3o75,Q88PQ6,F1X
3o9p,P77348,MHI
3ocp,Q13976,CMP
4z07,Q13976,PCG
3ouj,Q9GZT9,AKG
3oy8,P09382,2-mer
3oyw,P09382,TDG
3p2e,A8C927,SAH
3p7i,Q1R3F7,P7I
3p8p,O94760,LN6
3pgu,P10384,OLA
3pju,Q3KK31,C2E
3ppp,O32243,BET
3ppq,O32243,CHT
3ppr,O32243,4CS
3q6z,Q460N5,APR
3q71,Q460N5,AR6
4f1l,Q460N5,0RY
5o2d,Q460N5,9HH
3q7q,P55042,GNP
3qbc,A0A0H3JXR3,B55
3qps,Q7B8P6,CHD
3qqa,Q7B8P6,TCH
3qx9,Q9UKV8,ATP
3r1v,Q7PXT9,AZB
3r5t,Q9RCF6,VBN
3r6u,Q45462,CHT
3re4,O28471,TO1
3rm4,Q9BZP6,3RM
3rm9,Q9BZP6,613
4rqk,O15530,R1S
4rqv,O15530,R2S
5lvl,O15530,537
3s0b,Q1W640,FNA
3s0d,Q1W640,CTV
3s0e,Q1W640,EOL
4g8n,P42264,G8M
3sfg,Q80J95,2TU
3sk2,Q8GPH6,GRI
3t2w,Q12QS6,BTN
3t6b,Q9NY33,5-mer
3ta0,O28524,ATP
3ta1,O28524,ADP
3tao,P9WG43,PGH
3tay,P0C6Y8,MN0
3tb6,P96711,ARB
3tcg,P23843,3-mer
3td4,Q6RYW5,API
4nyf,P0C6F2,4BI
3tif,Q58206,ADP
3tk2,P30967,PHE
4jpx,P30967,PHE
4jpy,P30967,PHE
3tmk,P00572,T5A
3ttm,Q9I6J1,PUT
3tz0,Q00972,03H
4dzy,Q00972,WJ1
4h7q,Q00972,COI
4h81,Q00972,WJ2
4h85,Q00972,HRI
3u10,Q9UL51,CMP
3ubd,P18654,SL0
4gue,P18654,QCT
3udd,O95271,34M
3uj9,Q6T755,PC
3ujc,Q6T755,PC
3ujd,Q6T755,PC
3upk,P33038,UD1
3v4t,P33038,UD1
3uug,P25548,BDP
3v2n,Q9R0G6,MYR
3v2p,Q9R0G6,STE
3v2q,Q9R0G6,PLM
3v3q,P22736,TMY
3v78,P95092,ET
3vjc,P37268,ZGA
3vvy,A0A0F6AY66,ET
3vw1,A0A0F6AY66,CVI
3vw2,A0A0F6AY66,BER
3vx3,Q5JIH4,ADP
3w5n,Q82PP4,RAM
3w9k,Q973T5,MYR
3w9r,Q84MC7,A8S
3wgg,D5KM69,8NA
3wvm,P05413,STE
4tjz,P05413,DKA
4tkb,P05413,DAO
4tkh,P05413,MYR
4tkj,P05413,PLM
3zhx,P9WNS1,FM6
3zi0,P9WNS1,FM8
3zi8,D8NA05,FU4
3zll,Q9HU22,4WF
4arw,Q9HU22,HNR
4asj,Q9HU22,N6A
3zm9,P35790,QMQ
4br3,P35790,U85
4cg8,P35790,G8S
4cg9,P35790,GQG
4cga,P35790,QLW
5afv,P35790,JH5
5eqe,P35790,5R8
5eqp,P35790,5R9
5eqy,P35790,5RA
5ftg,P35790,NBR
5fut,P35790,PQ7
4aci,Q8NQ97,CIT
4ad2,D6D1V7,GLC-IFM
4ad3,D6D1V7,GLC-DMJ
4v27,D6D1V7,2-mer
5lyr,D6D1V7,2-mer
5m17,D6D1V7,2-mer
5m5d,D6D1V7,2-mer
6hmg,D6D1V7,2-mer
4ad6,A0A0H3JKY1,GSY
4aj4,P04642,VAB
4aje,P04642,2B4
4aji,P04642,88R
4ajl,P04642,88W
4aq4,P0AG80,G3P
4aq6,Q88E47,OMD
4aqh,P05121,TB7
4axd,Q93YN9,ANP
4ayp,B0SWV2,SMD
4ayq,B0SWV2,MVL
5meh,B0SWV2,DMJ
5ne5,B0SWV2,KIF
4az5,P49610,NGW
4azb,P49610,OAN
4azc,P49610,NGW
4azg,P49610,OAN
4azi,P49610,OAN
4b0b,O33877,54F
4cl6,O33877,7SB
4b1j,Q86W56,A1R
4b2i,O74036,LZ1
4b2l,O74036,TR7
4b32,O74036,03V
4b33,O74036,1NP
4b34,O74036,ABV
4b35,O74036,4ME
4b3b,O74036,6-mer
4b3c,O74036,5H1
4b3d,O74036,5MI
5fot,O74036,6-mer
5fou,O74036,6-mer
5fov,O74036,6-mer
5fox,O74036,6-mer
5fpk,O74036,6-mer
4b5s,B1IS70,PYR
4b5t,B1IS70,2KT
4b5w,B1IS70,PYR
4b8y,Q2FVW9,6-mer
4bb9,Q14397,F1P
4ly9,Q14397,1YY
4bcs,P56734,BTN
4bi6,P36186,PGA
4bi7,P36186,PGA
4bj8,E7F650,BTN
4bqh,Q386Q8,9VU
4btk,Q5TCY1,DTQ
4bup,Q3U8K7,SAM
4buq,A2IC68,KGM
4c1y,Q4WW81,MFB
4c9x,P36639,VHS
5ant,P36639,RJE
5anu,P36639,58T
5anv,P36639,RGJ
5fsn,P36639,6Q3
5fso,P36639,S76
6f20,P36639,C9E
6eq7,P36639,BS8
6eq5,P36639,AX7
6eq3,P36639,BU5
6eq2,P36639,BU8
4cc5,Q9AIU7,L5V
4cs9,Q8QN58,AMP
4cu7,A0A0H2UP19,GIF
4czs,P81461,5-mer
4d1j,B3PBE0,DGJ
4d3h,Q2G229,2BA
4d4d,Q9Z4P9,MAN-IFM
5m77,Q9Z4P9,2-mer
5n0f,Q9Z4P9,7K2
4d8z,Q81VW8,0J2
4daf,Q81VW8,0J4
4db7,Q81VW8,Z25
4nl1,Q81VW8,Z13
4dcs,P50743,GDP
4del,P9WQA3,PGH
4dko,Q0ED31,0LM
4dkp,Q0ED31,0LL
4dkq,Q0ED31,0LK
4dkr,Q0ED31,0LJ
4i54,Q0ED31,1C1
4dmw,P16154,UDP
4dst,P01112,9LI
4dsu,P01112,BZI
4e1k,P43889,0N5
6n7d,P23458,KF4
5l3a,O60674,6DP
5ut6,O60674,8MY
5win,O60674,SKE
5wij,O60674,AQG
4e70,A6XNE6,N7I
4emf,D9J2T9,M7G
4emr,D9J2T9,MGP
4zt8,D9J2T9,CYT
5cso,D9J2T9,CTN
5cst,D9J2T9,CDP
4epy,P01116,0QY
6fa4,P01116,D1W
6quv,P01116,JJN
6gj8,P01116,F0K
6gj6,P01116,EZZ
4erf,Q00987,0R3
4hbm,Q00987,0Y7
4wt2,Q00987,3UD
4zgk,Q00987,4NX
4zyf,Q00987,4T4
4etz,Q9HZE7,C2E
4eu0,Q9HZE7,C2E
4euo,A9CGA5,ABU
4ewn,Q9X0C6,0VR
4ezx,P0A6Y8,7-mer
4ezz,P0A6Y8,7-mer
4jne,P0A6Y8,ATP
4f0c,I7B368,GDS
4f5y,Q86WV6,C2E
4ksy,Q86WV6,1SY
4loh,Q86WV6,1SY
4loi,Q86WV6,1YC
4qxo,Q86WV6,1YE
4ffs,Q9ZMY2,BIG
6dyy,Q9ZMY2,OS6
6dyw,Q9ZMY2,OS5
6dyv,Q9ZMY2,OS3
6dyu,Q9ZMY2,OS2
4fht,Q9XAM6,DHB
4flp,Q58F21,JQ1
4kcx,Q58F21,1QK
4fxp,Q43295,ADX
4fxq,Q4MV79,G9L
4fz3,Q9NTG7,6-mer
4g0p,O04379,U5P
4g0q,O04379,C5P
4g0y,O04379,AMP
4g0z,O04379,5GP
4g4p,Q837S0,GLN
4gah,Q5T1C6,0ET
4ge1,Q86PT9,TSS
4ggz,Q89U61,BTN
4gq4,O00255,0RT
4og3,O00255,2S6
4og4,O00255,2VK
4x5y,O00255,3XW
4x5z,O00255,3XY
4gu6,Q05397,10N
4gu9,Q05397,4GU
4k9y,Q05397,K9Y
4kao,Q05397,KAO
4gzw,K7N5N3,3-mer
4gzx,K7N5N3,2-mer
4hp0,P00698,4-mer
4hpi,P00698,3-mer
4tun,P00698,MVH
4ht2,O43570,V50
4kp5,O43570,E1F
4kp8,O43570,E1G
4qj0,O43570,WWX
4qjw,O43570,WWO
5llo,O43570,5EF
5llp,O43570,6Z9
5msb,O43570,V13
6g7a,O43570,EOQ
6g5l,O43570,EM5
6fs0,Q07820,E4W
6fs1,Q07820,E4Q
6qz5,Q07820,JLE
4i8x,P13491,6P3
4i9h,P13491,10000
4i9u,P13491,10000000
4ibb,Q05127,1DK
4ibc,Q05127,12G
4ibd,Q05127,1DL
4ibe,Q05127,11Y
4ibf,Q05127,1D5
4ibg,Q05127,1D6
4ibi,Q05127,1D8
4ibj,Q05127,1D9
4ibk,Q05127,1DE
4idn,Q8WXF7,GNP
4ido,Q8WXF7,GDP
4io2,E9P5T5,GLU
4io3,E9P5T5,ASP
4io4,E9P5T5,SER
4io5,E9P5T5,ALA
4io6,E9P5T5,MET
4io7,E9P5T5,PHE
4ipi,Q57265,LMR
4ipj,Q57265,LMR
4ipn,A0A0H2UP35,1FT
4iuo,P58687,QIC
4j7d,P56273,I31
4j7e,P56273,I29
4j93,Q79791,1JR
4jal,P0AGJ7,SAH
4je7,Q9FV53,BB2
4je8,Q9FV53,3-mer
4jfk,Q13451,JFK
4jfm,Q13451,1KZ
4jkw,O00481,IPE
4k55,O00481,H6P
4n7u,O00481,2JA
4jwk,D0C9L6,CTN
4jx9,D0C9L6,URI
4jyb,C5AP93,GNP
4jyc,C5AP93,GDP
4jym,Q9SZU7,KKN
4k0o,Q47200,NAG-MBG
4k7i,P30044,CAQ
4k7n,P30044,MCT
4k7o,P30044,EKZ
4mmm,P30044,BP7
4kif,Q643C8,PPY
4km0,P9WNX1,CP6
4km2,P9WNX1,TOP
4kmz,P14207,FOL
4kn0,P14207,MTX
4kn1,P14207,04J
4kow,Q9HV14,CFX
4kqp,Q9CES5,GLN
4kxn,O35820,6K6
4l4z,P76141,D5X
4l50,P76141,D8X
4l51,P76141,HSX
4l9i,P28327,8PR
4lhv,P61006,GDP
4lj5,Q9RA63,ADP
4lj8,Q9RA63,ADP
4lps,O25560,GDP
4luz,P27694,1XT
4o0a,P27694,2P9
4r4c,P27694,3HS
4r4i,P27694,3HV
4r4o,P27694,3HW
4r4t,P27694,3J0
5e7n,P27694,5KR
6gl8,P10415,F3Q
4lxz,Q92769,SHH
4ly1,Q92769,20Y
4m3p,Q93088,HCS
6rtw,Q13635,Y01
4mn3,O95931,7-mer
4mnp,Q8RDN9,SLB
4mo4,Q9I5Q5,ACP
4mpn,Q15119,PV0
5j6a,Q15119,P46
4mq6,P9WIL4,29W
4muf,P9WIL4,2DJ
4mul,P9WIL4,2DW
4mre,P15379,2C9
4mrg,P15379,24W
4np2,P15379,2L1
4np3,P15379,2L2
4muv,Q98GN8,PCG
4myd,P37355,164
4n5d,P55212,2FQ
4n6g,P55212,2GQ
4n7m,P55212,2GQ
4nbk,P55212,2J5
4nbl,P55212,2J6
4nbn,P55212,2J7
4ncn,G0S8G9,GTP
4ndu,A7UNK4,AMG
4nja,P01660,2M9
4nkt,O13833,2KH
4nku,O13833,2-mer
4nnr,P26885,FK5
4non,Q5M586,GDP
4np9,P47709,I3P
4nra,Q9UIF8,2LW
4rvr,Q9UIF8,3WQ
5e73,Q9UIF8,UO1
5e74,Q9UIF8,5KH
5mge,Q9UIF8,7MX
5mgf,Q9UIF8,7MW
6fhq,Q9UIF8,DE5
4nvp,Q9Y3Q4,7CH
4nxu,Q9NQG6,ADP
4nxv,Q9NQG6,GDP
4o3f,P09411,TZN
4o61,Q6P6C2,CIT
4oct,Q6P6C2,AKG
4oag,Q8BGV8,ADP
4ocq,E8MF12,A2G
4oeu,Q0P844,HIS
4oiv,Q96RI1,XX9
4oks,K4KA16,2T9
4omj,O76054,2TX
4omk,O76054,SQL
4or4,A0A0J9X1Y8,M7G
4or6,A0A0J9X1Y8,GDP
4ozj,B8ZYW1,ADP
4p3h,O36607,25G
4p5z,P29320,Q7M
4pb2,Q9KPL5,5UD
4pf5,P02866,M3N
4pft,Q9X0V0,MAB
4pfu,G4FEC0,MAB
4pin,A0R5M8,AVI
6fnq,A0R5M8,AVJ
4pmm,P04629,31V
6pl1,P04629,OOJ
4pop,A2RI47,2VY
4pow,P35120,OP1
4pox,P35120,2W2
4pp0,P35120,OP1
5ito,P35120,6DB
5itp,P35120,6DB
5ot8,P35120,6DB
5ot9,P35120,AOZ
5ota,P35120,AQQ
5otc,P35120,AQK
4psb,A0A1S3THR8,GA3
4pzv,Q5NGA7,J1D
4q0k,G7J032,GA3
4q3t,Q6WVP6,HAR
4q3u,Q6WVP6,NNH
4q46,A0A0J9X1Z6,GDP
4q9o,Q8DRB3,2ZW
4qdk,Q55467,SAH
4qfl,A7Y7W1,2-mer
4qfn,A7Y7W1,2-mer
4qfo,A7Y7W1,2-mer
4qfp,A7Y7W1,2-mer
4qij,P9WNP5,1HA
4ql1,P61964,35Q
5sxm,P61964,8-mer
6pge,P61964,OJM
6pgc,P61964,OJJ
6pgb,P61964,OJG
6pga,P61964,OGM
6pg9,P61964,OH1
6pg8,P61964,OGY
6pg7,P61964,OH4
6pg6,P61964,OH7
6pg5,P61964,OHV
6pg4,P61964,OHG
6pg3,P61964,OHJ
6e23,P61964,HLJ
6e22,P61964,HLS
6e1z,P61964,HLP
6e1y,P61964,HLM
6dy7,P61964,HH7
6u5y,P61964,Q0M
6u6w,P61964,Q0Y
6u8b,P61964,Q1M
6u8o,P61964,Q1G
4qpd,E3NZ06,THG
4qyy,P63086,3G7
6cpw,P63086,F8V
4r0a,Q9NR97,URI
5wyx,Q9NR97,CU8
5wyz,Q9NR97,7VF
4r73,A3N294,G6P
4r74,A3N294,F6P
4r75,A3N294,S7P
4ra1,Q52012,ALX-BNX
4zeb,Q52012,AGR
4zec,Q52012,C84
4zei,Q52012,LAO
4zek,Q52012,LAH
4rd0,Q980A5,GDP
4rd3,Q980A5,GDP
4rd6,Q980A5,GDP
4rdn,Q9Y5A9,6MD
4rfr,P05050,RHN
4rpn,P52679,PCI
4rpo,P52679,T6C
4rr6,Q9YFY3,A3S
4rra,Q9YFY3,A3T
4rrf,Q58597,A3S
4rrg,Q58597,A3T
4rwj,P11362,66T
5am6,P11362,38O
5am7,P11362,38O
4rww,Q8Y3Y7,2BA
4tmk,P0A720,T5A
5tmp,P0A720,Z5A
4tpw,P06730,33R
4tqn,Q92793,UL4
4yk0,Q92793,98
5dbm,Q92793,58N
5eng,Q92793,5QN
5ep7,Q92793,5QR
5h85,Q92793,5XS
5i8g,Q92793,69E
5j0d,Q92793,6F9
5mme,Q92793,8Q6
5mmg,Q92793,UT0
5mpk,Q92793,0BC
5mpn,Q92793,YE5
5mpz,Q92793,4I8
5mqe,Q92793,PKU
5nlk,Q92793,92E
5tb6,Q92793,77X
4trc,Q97W95,ADE
4u0f,P12493,3A8
4u0w,O34817,16G
4u43,O95819,3D8
4u54,P52293,3C5
4u5n,P52293,3D4
4u5o,P52293,3D5
4u5s,P52293,3D0
4ua8,D6E1Y1,MLR
4uac,D6E1Y1,ACR
4uc5,Q9K169,PHE
4ucc,P03418,ZKW
4uof,A5J299,DAT
4uoh,A5J299,ADP
4us3,Q9KDT3,TRP
4uye,P55201,9F9
5eq1,P55201,BEA
5etb,P55201,5RO
5mwh,P55201,UWX
5o5a,P55201,9LN
5ov8,P55201,AXN
6ekq,P55201,WGX
4w97,P9WMB9,UCA
4wk1,A0A0H2WXZ7,2BA
4wn5,Q9Y2N7,MVC
4wop,P9WPQ5,CTP
6cvf,P9WPQ5,CDP
6cvv,P9WPQ5,ATP
6czb,P9WPQ5,UTP
6czc,P9WPQ5,TTP
6cze,P9WPQ5,ITT
5hvs,P14174,65V
5hvt,P14174,NVS
6b1k,P14174,C9G
4x8o,P69441,AP5
4xmb,Q14145,41P
5x54,Q14145,5-mer
4xmr,Q0P864,ILE
4xoc,A0A454AB91,KGM
4xtv,I6YFP0,44K
4xtw,I6YFP0,44M
4xtx,I6YFP0,590
4xty,I6YFP0,44L
4xtz,I6YFP0,594
4xu0,I6YFP0,44N
4xu1,I6YFP0,44O
4xu2,I6YFP0,44Q
4xu3,I6YFP0,44R
4xxh,P36673,T6P
4xy8,Q9H8M2,43U
5eu1,Q9H8M2,5SW
5f1h,Q9H8M2,5U6
5f25,Q9H8M2,5TU
5f2p,Q9H8M2,5TY
5i7x,Q9H8M2,67B
5i7y,Q9H8M2,69G
5igm,Q9H8M2,BMF
5ji8,Q9H8M2,6KT
4y2q,P34913,49N
4yb5,Q5HSJ4,HIS
4ymg,Q9HGR1,SAM
4ymh,Q9HGR1,SAH
4ymq,P51449,ZBD
5ufr,P51449,88J
6j1l,P51449,B6L
4ymx,Q8RCC4,ARG
4yrd,A0A0H3JP37,3IT
4ysl,A5VWI3,GSH
4zb6,A0A0R4I980,GDS
4zb8,A0A0R4I981,GDS
4zba,A0A0R4I985,GDS
4zcs,Q8IEE9,CDC
4zji,Q13153,4OQ
4zl4,Q6PRR9,4PK
4zme,P42527,ADN
4zow,P0AEY8,CLM
5a6x,A0A0H2ZE85,MFU
5aan,Q9VWX8,XOC
5fyx,Q9VWX8,FD6
6epa,Q9VWX8,BNQ
5ad1,Q0P8Q4,8LC
5tcy,Q0P8Q4,5LC
5ahw,A0QYW6,CMP
5aqz,P0DMV8,SGV
6fhk,P0DMV8,ADP
5aut,P53355,2AN
5ave,A0A0H3AES3,SER
5avf,Q9KL26,TAU
5azf,Q09490,4-mer
5b2d,Q9WAF5,SLT
5btv,P31947,4-mer
5bv3,Q06151,M7G
5bw4,C7Q5P8,SAM
5c2o,Q8DSE5,TTP
5c3p,Q7RYZ9,AKG
5c5t,Q84406,AKG
5cks,P0AB91,52L
5cp9,P14210,6O5
5cs3,P14210,EP1
5ct2,P14210,CXS
5d0r,Q96PN6,B1T
5d1r,P9WMC9,56S
5d3x,Q8TCU6,4IP
5dnu,A0A0M3PN85,KKN
5dq8,Q15562,FLF
5dqe,Q15562,50000
5dqf,P35747,CZE
5dus,K9N638,APR
5duw,P56470,5GO
5e1s,P06213,5JA
5e6o,Q23536,4-mer
5edl,O34738,VIB
6csp,F8W4B7,FBM
6csq,F8W4B7,F9P
6csr,F8W4B7,BHO
6css,F8W4B7,FBJ
5efa,Q9QLL6,MGT
5efc,Q9QLL6,GTP
5epl,O00257,6-mer
5epn,C1KIK8,5R2
5ewk,C9Z6T8,P34
5ewy,C9Z6T8,5TQ
5ey0,Q2FZ27,GTP
5eyr,P9WMC1,5T0
5f08,P9WMC1,5TG
5f0f,P9WMC1,5TD
5j1r,P9WMC1,6FG
5j3l,P9WMC1,6FR
5f1r,P22262,42O
5f2u,O43924,4-mer
5x74,O43924,JAY
5f8y,H2FH31,X6X
5fbi,P00746,5WD
5fck,P00746,5WC
6ftz,P00746,E7E
6fuh,P00746,E88
6fui,P00746,E7W
6fuj,P00746,E8B
5fe6,Q92831,5WZ
5fe7,Q92831,5WU
5fe9,Q92831,5WS
5lvq,Q92831,2LX
5lvr,Q92831,78Y
6j3o,Q92831,B4L
5fh7,Q86U86,5XL
5fh8,Q86U86,5XK
5hrv,Q86U86,64C
5hrw,Q86U86,64E
5hrx,Q86U86,64F
5ii2,Q86U86,LU2
6fe0,Q16790,V90
6fe1,Q16790,V14
6g98,Q16790,ER5
6g9u,Q16790,ETK
5fnr,Q9Z2X8,XMS
5fns,Q9Z2X8,XYY
5fnt,Q9Z2X8,0PL
5fnu,Q9Z2X8,L6I
6qmk,Q9Z2X8,J8H
6qmj,Q9Z2X8,J6K
5fog,B6AA20,VRT
5fol,B6AA20,SO8
5fsc,B0CZL6,G8Z
5fsx,C9ZP98,ADP
5fsy,C9ZP98,AR6
5g17,Q70I53,6DK
5g1a,Q70I53,7H1
6gxq,Q8WQX9,FFZ
5g5f,A0A1P8NWC2,GSH
5kej,A0A1P8NWC2,GTX
5g5z,A0A0H2URD6,DQR
5g60,A0A0H2URD6,NYT
5g61,A0A0H2URD6,FNY
5gj9,Q41931,VGL
5gja,Q41931,6PC
5gmh,B3Y653,RX8
5gof,Q8IWA4,GTP
5gs9,Q8WTX7,ARG
5h1t,O15164,7FF
5h1u,O15164,6KT
5h1v,O15164,7FU
5h5f,Q12314,SAM
5ha1,P09455,RNE
5hbs,P09455,RTL
5hbn,P37571,RPI
5his,P20581,60P
5hjq,Q9VIH7,I3P
5htl,Q9KUV7,C2E
5hva,Q9RS96,DUP
5hwu,Q9RS96,DUP
5hwv,A5W4E3,MBN
5i1q,P21675,67C
5i29,P21675,67B
5mg2,P21675,7M8
5i2e,P49773,67D
5i2f,P49773,BS5
5ipc,P49773,6CE
5kly,P49773,6UR
5kma,P49773,777
5wa8,P49773,9ZA
5wa9,P49773,9ZD
6n3y,P49773,HHJ
6n3x,P49773,KBD
6n3w,P49773,KBJ
6n3v,P49773,KB7
5i3a,B2ZB02,HQE
5i9x,P29317,DB8
5i9y,P29317,1N1
5i9z,P29317,627
5ia0,P29317,A5B
5ia1,P29317,ZZL
5ia2,P29317,L66
5ia3,P29317,P17
5ia4,P29317,88Z
5ia5,P29317,GV0
5njz,P29317,8ZH
5nk2,P29317,8ZZ
5nk3,P29317,92Q
5nk4,P29317,90E
5nk6,P29317,90W
5nk7,P29317,8ZZ
5nk8,P29317,90Z
5nk9,P29317,912
5nka,P29317,91H
5nkb,P29317,8ZT
5nkc,P29317,90T
5nkd,P29317,91K
5nkg,P29317,8ZK
5nkh,P29317,8ZQ
5nki,P29317,8ZW
